cid,class,year,metamer_rank,number_ramif,ramif_class
3,U,94,0,0,B
3,U,94,1,0,B
3,U,94,2,0,B
3,U,94,3,0,B
3,U,94,4,0,B
3,U,94,5,0,B
3,U,94,6,0,B
3,U,94,7,0,B
3,U,94,8,0,B
3,U,94,9,0,B
3,U,94,10,0,B
3,U,94,11,0,B
3,U,94,12,0,B
3,U,94,13,0,B
3,U,94,14,0,B
3,U,94,15,0,B
3,U,94,16,0,B
3,U,94,17,0,B
3,U,94,18,0,B
3,U,94,19,0,B
3,U,94,20,0,B
3,U,94,21,0,B
3,U,94,22,0,B
3,U,94,23,0,B
3,U,94,24,1,D
30,I,95,0,1,D
32,D,95,0,0,B
34,D,96,0,0,B
36,I,97,0,1,D
38,D,97,0,0,B
40,I,98,0,1,D
42,D,98,0,0,B
44,I,99,0,1,D
47,D,99,0,0,B
44,I,99,1,1,D
50,D,99,0,0,B
44,I,99,2,0,B
3,U,94,25,0,B
3,U,94,26,1,D
56,D,95,0,0,B
58,I,96,0,1,D
60,D,96,0,0,B
62,I,97,0,1,U
64,U,97,0,0,B
64,U,97,1,0,B
64,U,97,2,0,B
64,U,97,3,0,B
64,U,97,4,0,B
64,U,97,5,0,B
72,I,98,0,0,B
64,U,97,6,0,B
64,U,97,7,0,B
77,I,98,0,0,B
64,U,97,8,0,B
64,U,97,9,1,D
82,I,98,0,1,D
84,D,98,0,0,B
86,I,99,0,1,D
89,D,99,0,0,B
86,I,99,1,0,B
64,U,97,10,0,B
64,U,97,11,0,B
95,I,98,0,0,B
64,U,97,12,1,D
99,I,98,0,1,D
102,D,98,0,0,B
104,I,99,0,1,D
106,D,99,0,0,B
99,I,98,1,0,B
64,U,97,13,0,B
64,U,97,14,0,B
111,W,97,0,0,B
111,W,97,1,0,B
111,W,97,2,0,B
111,W,97,3,0,B
111,W,97,4,0,B
111,W,97,5,1,D
119,D,98,0,0,B
121,I,99,0,1,D
123,D,99,0,0,B
111,W,97,6,0,B
111,W,97,7,0,B
111,W,97,8,0,B
111,W,97,9,0,B
129,I,98,0,1,D
131,D,98,0,0,B
133,I,99,0,1,D
135,D,99,0,0,B
129,I,98,1,0,B
3,U,94,27,0,B
3,U,94,28,0,B
3,U,94,29,1,D
142,I,95,0,1,D
144,D,95,0,0,B
146,I,96,0,1,D
148,D,96,0,0,B
150,I,97,0,1,W
152,W,97,0,0,B
152,W,97,1,0,B
152,W,97,2,0,B
152,W,97,3,0,B
152,W,97,4,0,B
152,W,97,5,0,B
152,W,97,6,0,B
152,W,97,7,0,B
161,I,98,0,1,W
163,W,98,0,0,B
163,W,98,1,0,B
163,W,98,2,0,B
163,W,98,3,0,B
169,I,99,0,0,B
163,W,98,4,0,B
173,I,99,0,0,B
163,W,98,5,0,B
163,W,98,6,0,B
163,W,98,7,0,B
178,I,99,0,1,D
181,D,99,0,0,B
178,I,99,1,1,D
184,D,99,0,0,B
178,I,99,2,0,B
3,U,94,30,1,D
189,I,95,0,1,D
191,D,95,0,0,B
193,I,96,0,1,D
195,D,96,0,0,B
197,I,97,0,1,D
199,D,97,0,0,B
201,I,98,0,1,D
203,D,98,0,0,B
205,I,99,0,1,D
208,D,99,0,0,B
205,I,99,1,1,D
211,D,99,0,0,B
3,U,94,31,0,B
3,U,94,32,1,D
216,I,95,0,1,D
218,D,95,0,0,B
220,I,96,0,1,U
222,U,96,0,0,B
222,U,96,1,0,B
222,U,96,2,0,B
222,U,96,3,0,B
222,U,96,4,0,B
222,U,96,5,0,B
222,U,96,6,0,B
222,U,96,7,0,B
222,U,96,8,0,B
222,U,96,9,0,B
222,U,96,10,0,B
222,U,96,11,0,B
222,U,96,12,0,B
237,I,97,0,0,B
222,U,96,13,0,B
222,U,96,14,1,D
242,I,97,0,1,D
244,D,97,0,0,B
246,I,99,0,1,D
249,D,99,0,0,B
246,I,99,1,1,D
253,D,99,0,0,B
222,U,96,15,1,D
257,I,97,0,1,D
259,D,97,0,0,B
261,I,98,0,1,D
263,D,98,0,0,B
265,D,99,0,0,B
222,U,96,16,1,D
269,I,97,0,1,D
271,D,97,0,0,B
273,I,98,0,1,D
275,I,99,0,1,D
277,D,99,0,0,B
273,I,98,1,0,B
222,U,96,17,1,D
282,I,97,0,1,D
284,D,97,0,0,B
286,I,98,0,1,D
289,D,98,0,0,B
286,I,98,1,0,B
222,U,96,18,1,D
294,I,97,0,1,D
296,D,97,0,0,B
298,I,99,0,1,D
300,D,99,0,0,B
222,U,96,19,1,W
304,I,97,0,1,W
306,W,97,0,0,B
306,W,97,1,0,B
306,W,97,2,0,B
306,W,97,3,0,B
306,W,97,4,0,B
306,W,97,5,0,B
313,I,98,0,1,D
315,D,98,0,0,B
317,I,99,0,1,D
320,D,99,0,0,B
317,I,99,1,0,B
222,U,96,20,1,D
325,I,97,0,1,D
327,D,97,0,0,B
329,I,98,0,1,D
331,D,98,0,0,B
333,I,99,0,1,D
335,D,99,0,0,B
222,U,96,21,1,D
339,I,97,0,1,D
341,D,97,0,0,B
343,I,98,0,1,D
345,D,98,0,0,B
222,U,96,22,2,D
349,I,97,0,1,D
352,D,97,0,0,B
354,I,98,0,1,D
356,D,98,0,0,B
358,I,99,0,1,D
360,D,99,0,0,B
349,I,97,1,1,D
363,D,97,0,0,B
365,U,98,0,0,B
365,U,98,1,0,B
365,U,98,2,0,B
365,U,98,3,0,B
365,U,98,4,0,B
365,U,98,5,0,B
365,U,98,6,0,B
365,U,98,7,1,D
375,I,99,0,1,D
377,D,99,0,0,B
365,U,98,8,1,D
381,I,99,0,1,D
383,D,99,0,0,B
365,U,98,9,0,B
365,U,98,10,1,D
388,I,99,0,1,D
390,D,99,0,0,B
365,U,98,11,1,D
394,I,99,0,1,D
396,D,99,0,0,B
365,U,98,12,1,D
400,I,99,0,1,D
402,D,99,0,0,B
365,U,98,13,1,D
406,I,99,0,1,D
408,D,99,0,0,B
365,U,98,14,1,D
412,I,99,0,1,D
414,D,99,0,0,B
365,U,98,15,2,D
418,I,99,0,1,D
421,D,99,0,0,B
418,I,99,1,1,D
425,D,99,0,0,B
365,U,98,16,1,D
429,I,99,0,1,D
431,D,99,0,0,B
365,U,98,17,0,B
365,U,98,18,0,B
435,I,99,0,1,W
438,W,99,0,0,B
438,W,99,1,0,B
438,W,99,2,0,B
438,W,99,3,0,B
438,W,99,4,0,B
435,I,99,1,0,B
222,U,96,23,1,D
447,I,97,0,1,D
449,D,97,0,0,B
451,I,98,0,1,D
453,D,98,0,0,B
455,I,99,0,1,D
457,D,99,0,0,B
222,U,96,24,1,D
461,I,97,0,1,D
463,D,97,0,0,B
465,I,98,0,1,D
467,D,98,0,0,B
469,I,99,0,1,D
471,D,99,0,0,B
465,I,98,1,0,B
222,U,96,25,1,D
476,I,97,0,1,D
478,D,97,0,0,B
480,I,98,0,1,D
482,D,98,0,0,B
484,I,99,0,1,D
486,D,99,0,0,B
222,U,96,26,0,B
222,U,96,27,1,D
491,I,97,0,1,D
493,D,97,0,0,B
495,I,98,0,1,D
497,D,98,0,0,B
499,I,99,0,1,D
502,D,99,0,0,B
499,I,99,1,0,B
222,U,96,28,0,B
222,U,96,29,0,B
222,U,96,30,1,D
509,I,97,0,1,D
511,D,97,0,0,B
513,I,98,0,1,D
515,D,98,0,0,B
517,I,99,0,1,D
519,D,99,0,0,B
222,U,96,31,0,B
222,U,96,32,1,D
524,I,97,0,1,D
526,D,97,0,0,B
528,I,98,0,1,D
530,D,98,0,0,B
532,D,99,0,0,B
222,U,96,33,1,D
536,I,97,0,1,D
538,D,97,0,0,B
540,I,98,0,1,D
542,D,98,0,0,B
544,I,99,0,1,D
546,D,99,0,0,B
222,U,96,34,1,D
550,I,97,0,1,D
553,D,97,0,0,B
555,W,98,0,0,B
555,W,98,1,0,B
555,W,98,2,0,B
555,W,98,3,0,B
555,W,98,4,0,B
555,W,98,5,0,B
555,W,98,6,0,B
555,W,98,7,1,D
565,I,99,0,1,D
567,D,99,0,0,B
555,W,98,8,1,D
571,I,99,0,1,D
573,D,99,0,0,B
555,W,98,9,0,B
555,W,98,10,0,B
577,I,99,0,1,D
580,D,99,0,0,B
577,I,99,1,1,D
584,D,99,0,0,B
550,I,97,1,0,B
222,U,96,35,1,D
589,I,97,0,1,D
591,D,97,0,0,B
593,I,98,0,1,D
595,D,98,0,0,B
597,I,99,0,1,D
600,D,99,0,0,B
597,I,99,1,0,B
222,U,96,36,1,D
605,I,97,0,1,D
607,D,97,0,0,B
609,I,98,0,1,D
611,D,98,0,0,B
613,I,99,0,1,D
615,D,99,0,0,B
222,U,96,37,1,D
619,I,97,0,1,D
621,D,97,0,0,B
623,I,98,0,1,D
625,D,98,0,0,B
222,U,96,38,1,W
629,W,97,0,0,B
629,W,97,1,0,B
629,W,97,2,0,B
629,W,97,3,0,B
629,W,97,4,0,B
629,W,97,5,0,B
636,I,98,0,0,B
638,I,97,0,1,U
640,U,97,0,0,B
640,U,97,1,0,B
640,U,97,2,1,D
645,D,98,0,0,B
647,I,99,0,1,D
649,D,99,0,0,B
640,U,97,3,0,B
640,U,97,4,0,B
640,U,97,5,1,D
655,D,98,0,0,B
657,I,99,0,1,D
659,D,99,0,0,B
640,U,97,6,0,B
640,U,97,7,1,D
664,I,98,0,1,D
666,D,98,0,1,D
669,D,99,0,0,B
671,I,99,0,1,D
673,D,99,0,0,B
640,U,97,8,1,D
677,I,98,0,1,D
679,D,99,0,0,B
677,I,98,1,0,B
640,U,97,9,1,D
684,I,98,0,1,D
686,D,98,0,0,B
640,U,97,10,1,D
690,I,98,0,1,D
692,D,98,0,0,B
694,I,99,0,1,D
696,D,99,0,0,B
690,I,98,1,0,B
640,U,97,11,1,D
701,I,98,0,1,D
703,D,98,0,0,B
705,D,99,0,0,B
701,I,98,1,0,B
640,U,97,12,1,D
710,D,98,0,0,B
712,I,99,0,1,D
714,D,99,0,0,B
640,U,97,13,0,B
640,U,97,14,0,B
640,U,97,15,0,B
719,I,98,0,1,W
721,W,98,0,0,B
721,W,98,1,0,B
721,W,98,2,0,B
721,W,98,3,0,B
721,W,98,4,0,B
721,W,98,5,0,B
721,W,98,6,0,B
721,W,98,7,1,D
731,I,99,0,1,D
733,D,99,0,0,B
721,W,98,8,1,D
737,I,99,0,1,D
739,D,99,0,0,B
721,W,98,9,0,B
721,W,98,10,0,B
721,W,98,11,0,B
744,I,99,0,1,D
746,D,99,0,0,B
744,I,99,1,0,B
3,U,94,33,1,U
751,I,95,0,1,U
753,U,95,0,0,B
753,U,95,1,0,B
753,U,95,2,0,B
753,U,95,3,0,B
753,U,95,4,0,B
753,U,95,5,0,B
753,U,95,6,0,B
753,U,95,7,0,B
753,U,95,8,0,B
753,U,95,9,0,B
753,U,95,10,0,B
753,U,95,11,0,B
753,U,95,12,0,B
753,U,95,13,0,B
753,U,95,14,0,B
753,U,95,15,0,B
753,U,95,16,1,U
772,I,96,0,1,U
774,U,96,0,0,B
774,U,96,1,0,B
774,U,96,2,0,B
774,U,96,3,0,B
774,U,96,4,0,B
774,U,96,5,0,B
774,U,96,6,0,B
774,U,96,7,0,B
774,U,96,8,0,B
774,U,96,9,0,B
774,U,96,10,0,B
774,U,96,11,0,B
774,U,96,12,0,B
774,U,96,13,0,B
774,U,96,14,0,B
774,U,96,15,0,B
774,U,96,16,0,B
774,U,96,17,0,B
774,U,96,18,0,B
774,U,96,19,0,B
774,U,96,20,0,B
774,U,96,21,0,B
774,U,96,22,1,D
799,I,97,0,1,D
801,D,97,0,0,B
803,I,98,0,1,D
805,D,98,0,0,B
807,I,99,0,1,D
809,D,99,0,0,B
774,U,96,23,1,D
813,I,97,0,1,D
815,D,97,0,0,B
817,I,98,0,1,D
819,D,98,0,0,B
821,I,99,0,1,D
824,D,99,0,0,B
821,I,99,1,0,B
774,U,96,24,0,B
774,U,96,25,0,B
829,I,97,0,1,U
832,U,97,0,0,B
832,U,97,1,0,B
832,U,97,2,0,B
832,U,97,3,0,B
832,U,97,4,0,B
832,U,97,5,0,B
832,U,97,6,0,B
832,U,97,7,1,D
842,I,98,0,1,D
844,D,98,0,0,B
846,D,99,0,0,B
832,U,97,8,1,D
850,I,98,0,1,D
852,D,98,0,0,B
854,D,99,0,0,B
832,U,97,9,1,D
858,I,98,0,1,D
860,D,98,0,0,B
862,I,99,0,1,D
864,D,99,0,0,B
832,U,97,10,1,D
868,I,98,0,1,D
870,D,98,0,0,B
872,I,99,0,0,B
832,U,97,11,1,D
876,I,98,0,1,D
878,D,98,0,0,B
876,I,98,1,0,B
832,U,97,12,0,B
883,I,98,0,0,B
883,I,98,1,0,B
832,U,97,13,1,D
888,I,98,0,1,D
890,D,98,0,0,B
892,D,99,0,0,B
888,I,98,1,0,B
832,U,97,14,1,D
897,I,98,0,1,D
899,D,98,0,0,B
901,I,99,0,1,D
904,D,99,0,0,B
901,I,99,1,0,B
832,U,97,15,1,D
909,I,98,0,1,D
911,D,98,0,0,B
913,I,99,0,1,D
915,D,99,0,0,B
832,U,97,16,1,D
919,I,98,0,1,D
921,D,98,0,0,B
923,I,99,0,1,D
925,D,99,0,0,B
832,U,97,17,0,B
928,W,97,0,0,B
928,W,97,1,0,B
928,W,97,2,0,B
932,W,98,0,0,B
932,W,98,1,0,B
932,W,98,2,0,B
932,W,98,3,0,B
932,W,98,4,0,B
932,W,98,5,0,B
932,W,98,6,1,D
941,D,98,0,0,B
943,D,99,0,0,B
932,W,98,7,0,B
932,W,98,8,1,D
948,D,98,0,0,B
950,D,99,0,0,B
932,W,98,9,1,D
954,D,99,0,0,B
932,W,98,10,1,D
958,D,98,0,0,B
960,D,99,0,0,B
962,W,98,0,0,B
962,W,98,1,0,B
962,W,98,2,0,B
962,W,98,3,0,B
962,W,98,4,0,B
962,W,98,5,1,D
970,I,99,0,1,D
972,D,99,0,0,B
962,W,98,6,0,B
962,W,98,7,1,D
977,I,99,0,1,D
979,D,99,0,0,B
962,W,98,8,1,D
983,I,99,0,1,D
985,D,99,0,0,B
962,W,98,9,1,D
989,I,99,0,1,D
991,D,99,0,0,B
962,W,98,10,1,D
995,I,99,0,1,D
997,D,99,0,0,B
962,W,98,11,1,D
1001,I,99,0,1,D
1003,D,99,0,0,B
962,W,98,12,0,B
962,W,98,13,0,B
962,W,98,14,0,B
1008,I,99,0,1,D
1011,D,99,0,0,B
1008,I,99,1,0,B
829,I,97,1,1,U
1015,U,97,0,0,B
1015,U,97,1,0,B
1015,U,97,2,0,B
1015,U,97,3,0,B
1015,U,97,4,0,B
1015,U,97,5,0,B
1015,U,97,6,1,D
1024,I,98,0,1,D
1026,D,98,0,0,B
1028,I,99,0,1,D
1030,D,99,0,0,B
1015,U,97,7,0,B
1015,U,97,8,0,B
1035,I,98,0,0,B
1015,U,97,9,1,D
1039,I,98,0,1,D
1041,D,98,0,0,B
1043,I,99,0,1,D
1046,D,99,0,0,B
1043,I,99,1,0,B
1015,U,97,10,1,D
1051,I,98,0,1,D
1053,D,98,0,0,B
1015,U,97,11,1,D
1057,I,98,0,1,D
1059,D,98,0,0,B
1061,I,99,0,1,D
1063,D,99,0,0,B
1015,U,97,12,1,D
1067,I,98,0,1,D
1069,D,98,0,0,B
1015,U,97,13,1,D
1073,I,98,0,1,D
1075,D,98,0,0,B
1077,I,99,0,1,D
1079,D,99,0,0,B
1015,U,97,14,1,D
1083,I,98,0,1,D
1085,D,98,0,0,B
1087,I,99,0,1,D
1089,D,99,0,0,B
1015,U,97,15,1,D
1093,I,98,0,1,D
1095,D,98,0,0,B
1097,I,99,0,1,D
1099,D,99,0,0,B
1015,U,97,16,0,B
1015,U,97,17,0,B
1015,U,97,18,0,B
1104,W,97,0,0,B
1104,W,97,1,0,B
1104,W,97,2,0,B
1108,W,98,0,0,B
1108,W,98,1,0,B
1108,W,98,2,0,B
1108,W,98,3,0,B
1108,W,98,4,0,B
1108,W,98,5,0,B
1108,W,98,6,0,B
1108,W,98,7,0,B
1108,W,98,8,0,B
1108,W,98,9,0,B
1108,W,98,10,0,B
1108,W,98,11,0,B
1108,W,98,12,0,B
1122,W,98,0,0,B
1122,W,98,1,0,B
1122,W,98,2,0,B
1122,W,98,3,0,B
1122,W,98,4,0,B
1122,W,98,5,1,D
1130,I,99,0,1,D
1132,D,99,0,0,B
1122,W,98,6,0,B
1122,W,98,7,1,D
1137,I,99,0,1,D
1139,D,99,0,0,B
1122,W,98,8,1,D
1143,I,99,0,1,D
1145,D,99,0,0,B
1122,W,98,9,1,D
1149,I,99,0,1,D
1151,D,99,0,0,B
1122,W,98,10,1,D
1155,I,99,0,1,D
1157,D,99,0,0,B
1122,W,98,11,1,D
1161,I,99,0,1,D
1163,D,99,0,0,B
1122,W,98,12,1,D
1167,I,99,0,1,D
1169,D,99,0,0,B
1122,W,98,13,1,D
1173,D,99,0,0,B
1122,W,98,14,0,B
1122,W,98,15,0,B
1177,I,99,0,1,W
1180,W,99,0,0,B
1180,W,99,1,0,B
1180,W,99,2,0,B
1180,W,99,3,0,B
1180,W,99,4,0,B
1177,I,99,1,0,B
753,U,95,17,0,B
753,U,95,18,0,B
753,U,95,19,1,W
1191,I,96,0,1,W
1193,W,96,0,0,B
1195,I,97,0,1,D
1197,D,97,0,0,B
1199,I,98,0,1,W
1201,W,98,0,0,B
1201,W,98,1,0,B
1201,W,98,2,0,B
1201,W,98,3,0,B
1201,W,98,4,0,B
1201,W,98,5,0,B
1209,I,99,0,0,B
1201,W,98,6,0,B
1213,I,99,0,0,B
1201,W,98,7,1,D
1217,I,99,0,1,D
1219,D,99,0,0,B
1201,W,98,8,1,D
1223,I,99,0,1,D
1225,D,99,0,0,B
1201,W,98,9,1,D
1229,I,99,0,1,D
1232,D,99,0,0,B
1229,I,99,1,0,B
1201,W,98,10,1,D
1237,I,99,0,1,D
1239,D,99,0,0,B
1201,W,98,11,1,D
1243,I,99,0,1,D
1245,D,99,0,0,B
1201,W,98,12,0,B
1248,I,99,0,1,D
1251,D,99,0,0,B
1248,I,99,1,0,B
753,U,95,20,1,D
1256,I,96,0,1,D
1258,D,96,0,0,B
1260,I,97,0,1,W
1262,W,97,0,0,B
1262,W,97,1,0,B
1262,W,97,2,0,B
1262,W,97,3,0,B
1262,W,97,4,0,B
1262,W,97,5,0,B
1269,W,98,0,0,B
1269,W,98,1,0,B
1269,W,98,2,0,B
1269,W,98,3,0,B
1269,W,98,4,0,B
1269,W,98,5,0,B
1269,W,98,6,1,D
1278,D,99,0,0,B
1269,W,98,7,1,D
1282,D,99,0,0,B
1269,W,98,8,0,B
1269,W,98,9,0,B
1269,W,98,10,2,D
1288,I,99,0,1,D
1291,D,99,0,0,B
1288,I,99,1,1,D
1295,D,99,0,0,B
1269,W,98,11,0,B
1299,I,99,0,0,B
1269,W,98,12,0,B
1269,W,98,13,0,B
1269,W,98,14,0,B
1269,W,98,15,0,B
1305,I,99,0,1,D
1307,D,99,0,0,B
753,U,95,21,0,B
753,U,95,22,0,B
753,U,95,23,0,B
753,U,95,24,1,D
1314,I,96,0,1,D
1316,D,96,0,0,B
1318,I,97,0,1,D
1320,D,97,0,0,B
1322,I,98,0,1,W
1324,W,98,0,0,B
1324,W,98,1,0,B
1324,W,98,2,0,B
1324,W,98,3,0,B
1324,W,98,4,0,B
1324,W,98,5,0,B
1331,I,99,0,1,D
1334,D,99,0,0,B
1331,I,99,1,0,B
753,U,95,25,1,D
1339,I,96,0,1,D
1341,D,96,0,0,B
1343,I,97,0,1,D
1345,D,97,0,0,B
1347,I,98,0,1,D
1349,D,98,0,0,B
1351,I,99,0,1,D
1353,D,99,0,0,B
753,U,95,26,1,D
1357,I,96,0,1,D
1359,D,96,0,0,B
1361,I,97,0,1,W
1364,W,97,0,0,B
1364,W,97,1,0,B
1364,W,97,2,1,D
1369,D,98,0,0,B
1371,I,99,0,1,D
1373,D,99,0,0,B
1364,W,97,3,0,B
1364,W,97,4,0,B
1364,W,97,5,0,B
1378,I,98,0,1,W
1380,W,98,0,0,B
1380,W,98,1,0,B
1380,W,98,2,0,B
1380,W,98,3,0,B
1380,W,98,4,0,B
1380,W,98,5,0,B
1380,W,98,6,1,D
1389,D,99,0,0,B
1380,W,98,7,0,B
1393,I,99,0,0,B
1380,W,98,8,1,D
1397,I,99,0,1,D
1399,D,99,0,0,B
1380,W,98,9,0,B
1402,I,99,0,1,D
1405,D,99,0,0,B
1402,I,99,1,1,D
1409,D,99,0,0,B
1361,I,97,1,0,B
753,U,95,27,1,D
1414,I,96,0,1,D
1416,D,96,0,0,B
1418,I,97,0,1,D
1420,D,97,0,0,B
1422,I,98,0,1,D
1424,D,98,0,0,B
1426,I,99,0,1,D
1428,D,99,0,0,B
753,U,95,28,0,B
753,U,95,29,1,W
1433,I,96,0,1,W
1435,W,96,0,0,B
1435,W,96,1,0,B
1435,W,96,2,0,B
1435,W,96,3,0,B
1435,W,96,4,0,B
1435,W,96,5,0,B
1435,W,96,6,0,B
1435,W,96,7,0,B
1435,W,96,8,0,B
1435,W,96,9,0,B
1435,W,96,10,0,B
1435,W,96,11,0,B
1435,W,96,12,0,B
1435,W,96,13,0,B
1450,I,97,0,1,U
1453,U,97,0,0,B
1453,U,97,1,0,B
1453,U,97,2,0,B
1453,U,97,3,0,B
1453,U,97,4,0,B
1453,U,97,5,1,D
1461,I,98,0,1,D
1463,D,98,0,0,B
1465,I,99,0,0,B
1453,U,97,6,1,D
1469,I,98,0,1,D
1471,D,98,0,0,B
1473,I,99,0,1,D
1475,D,99,0,0,B
1453,U,97,7,1,D
1479,I,98,0,1,D
1481,D,98,0,0,B
1483,I,99,0,1,D
1486,D,99,0,0,B
1483,I,99,1,1,D
1490,D,99,0,0,B
1453,U,97,8,1,D
1494,I,98,0,1,D
1496,D,98,0,0,B
1453,U,97,9,1,D
1500,I,98,0,1,D
1502,D,98,0,0,B
1504,I,99,0,1,D
1506,D,99,0,0,B
1453,U,97,10,1,D
1510,I,98,0,1,D
1512,D,98,0,0,B
1514,D,99,0,0,B
1510,I,98,1,0,B
1453,U,97,11,1,D
1519,I,98,0,1,D
1521,D,98,0,0,B
1523,I,99,0,1,D
1526,D,99,0,0,B
1523,I,99,1,0,B
1519,I,98,1,0,B
1453,U,97,12,0,B
1532,I,98,0,0,B
1453,U,97,13,1,D
1536,I,98,0,1,D
1538,D,98,0,0,B
1540,I,99,0,1,D
1542,D,99,0,0,B
1453,U,97,14,1,D
1546,I,98,0,1,D
1548,D,98,0,0,B
1550,I,99,0,1,D
1552,D,99,0,0,B
1453,U,97,15,0,B
1453,U,97,16,0,B
1556,I,98,0,1,W
1558,W,98,0,0,B
1558,W,98,1,0,B
1558,W,98,2,0,B
1558,W,98,3,0,B
1558,W,98,4,0,B
1558,W,98,5,0,B
1558,W,98,6,0,B
1566,I,99,0,1,D
1569,D,99,0,0,B
1566,I,99,1,1,D
1573,D,99,0,0,B
1566,I,99,2,0,B
1556,I,98,1,0,B
1450,I,97,1,0,B
753,U,95,30,0,B
753,U,95,31,2,D
1581,I,96,0,1,D
1584,D,96,0,0,B
1586,I,97,0,1,D
1588,D,97,0,0,B
1590,I,98,0,1,D
1592,D,98,0,0,B
1590,I,98,1,0,B
1581,I,96,1,1,D
1596,D,96,0,0,B
1598,I,97,0,1,D
1600,D,97,0,0,B
1602,I,98,0,1,D
1604,D,98,0,0,B
1606,D,99,0,0,B
753,U,95,32,1,D
1610,I,96,0,1,D
1612,D,96,0,0,B
1614,I,97,0,1,D
1616,D,97,0,0,B
1618,I,98,0,1,D
1620,D,98,0,0,B
1622,I,99,0,1,D
1624,D,99,0,0,B
753,U,95,33,1,D
1628,I,96,0,1,D
1630,D,96,0,0,B
1632,I,97,0,1,D
1634,D,97,0,0,B
1636,I,98,0,1,D
1638,D,98,0,0,B
1640,I,99,0,1,D
1642,D,99,0,0,B
1636,I,98,1,0,B
753,U,95,34,1,D
1647,I,96,0,1,D
1649,D,96,0,0,B
1651,I,97,0,1,W
1653,W,97,0,0,B
1653,W,97,1,0,B
1653,W,97,2,0,B
1653,W,97,3,0,B
1653,W,97,4,0,B
1653,W,97,5,0,B
1660,I,98,0,1,W
1662,W,98,0,0,B
1662,W,98,1,0,B
1662,W,98,2,0,B
1662,W,98,3,0,B
1662,W,98,4,0,B
1662,W,98,5,0,B
1669,I,99,0,1,D
1672,D,99,0,0,B
1669,I,99,1,1,D
1676,D,99,0,0,B
753,U,95,35,1,D
1680,I,96,0,1,D
1682,D,96,0,0,B
1684,I,97,0,1,D
1686,D,97,0,0,B
1688,I,98,0,1,D
1691,D,98,0,0,B
1688,I,98,1,1,D
1694,D,98,0,0,B
1696,I,99,0,1,D
1698,D,99,0,0,B
753,U,95,36,1,D
1702,I,96,0,1,D
1704,D,96,0,0,B
1706,I,97,0,1,W
1709,W,97,0,0,B
1709,W,97,1,0,B
1709,W,97,2,0,B
1709,W,97,3,0,B
1714,I,98,0,1,D
1716,D,98,0,0,B
1718,I,99,0,1,D
1720,D,99,0,0,B
1714,I,98,1,0,B
1706,I,97,1,0,B
753,U,95,37,1,D
1726,I,96,0,1,D
1728,D,96,0,0,B
1730,W,96,0,0,B
1730,W,96,1,0,B
1730,W,96,2,0,B
1730,W,96,3,0,B
1730,W,96,4,0,B
1730,W,96,5,0,B
1730,W,96,6,0,B
1730,W,96,7,0,B
1730,W,96,8,0,B
1730,W,96,9,0,B
1730,W,96,10,0,B
1730,W,96,11,0,B
1730,W,96,12,0,B
1730,W,96,13,0,B
1745,I,97,0,1,W
1748,W,97,0,0,B
1748,W,97,1,0,B
1748,W,97,2,0,B
1748,W,97,3,0,B
1748,W,97,4,0,B
1748,W,97,5,0,B
1748,W,97,6,0,B
1748,W,97,7,0,B
1748,W,97,8,0,B
1748,W,97,9,0,B
1760,I,98,0,0,B
1748,W,97,10,0,B
1764,I,98,0,0,B
1748,W,97,11,1,D
1768,I,98,0,1,D
1770,D,98,0,0,B
1772,D,99,0,0,B
1768,I,98,1,0,B
1748,W,97,12,1,D
1777,I,98,0,1,D
1779,D,98,0,0,B
1748,W,97,13,1,D
1783,I,98,0,1,D
1785,D,98,0,0,B
1787,I,99,0,1,D
1790,D,99,0,0,B
1787,I,99,1,0,B
1748,W,97,14,1,D
1795,I,98,0,1,D
1797,D,98,0,0,B
1799,I,99,0,1,D
1802,D,99,0,0,B
1799,I,99,1,0,B
1795,I,98,1,0,B
1748,W,97,15,1,D
1808,I,98,0,1,D
1810,D,98,0,0,B
1812,I,99,0,1,D
1814,D,99,0,0,B
1748,W,97,16,0,B
1748,W,97,17,0,B
1818,I,98,0,1,W
1821,W,98,0,0,B
1821,W,98,1,0,B
1821,W,98,2,0,B
1826,I,99,0,0,B
1821,W,98,3,0,B
1821,W,98,4,0,B
1821,W,98,5,0,B
1831,I,99,0,1,D
1834,D,99,0,0,B
1831,I,99,1,1,D
1838,D,99,0,0,B
1818,I,98,1,1,W
1842,W,98,0,0,B
1842,W,98,1,0,B
1842,W,98,2,0,B
1842,W,98,3,0,B
1842,W,98,4,0,B
1848,I,99,0,1,D
1851,D,99,0,0,B
1848,I,99,1,0,B
753,U,95,38,0,B
753,U,95,39,1,D
1857,I,96,0,1,D
1859,D,96,0,0,B
1861,I,97,0,1,D
1863,D,97,0,0,B
1865,I,98,0,1,D
1867,D,98,0,0,B
1869,I,99,0,1,D
1872,D,99,0,0,B
1869,I,99,1,0,B
1865,I,98,1,0,B
753,U,95,40,1,D
1878,I,96,0,1,D
1880,D,96,0,0,B
1882,I,97,0,1,D
1884,D,97,0,0,B
1886,I,98,0,1,D
1888,D,98,0,0,B
1890,I,99,0,1,D
1893,D,99,0,0,B
1890,I,99,1,0,B
753,U,95,41,0,B
753,U,95,42,1,U
1899,I,96,0,1,U
1901,U,96,0,0,B
1901,U,96,1,0,B
1901,U,96,2,0,B
1901,U,96,3,0,B
