cid,class,year,metamer_rank,number_ramif,ramif_class
320,D,99,0,0,B
291,U,98,14,0,B
291,U,98,15,0,B
291,U,98,16,0,B
291,U,98,17,0,B
291,U,98,18,0,B
327,U,99,0,0,B
327,U,99,1,0,B
327,U,99,2,0,B
327,U,99,3,0,B
327,U,99,4,0,B
327,U,99,5,0,B
327,U,99,6,0,B
327,U,99,7,0,B
327,U,99,8,0,B
327,U,99,9,0,B
327,U,99,10,0,B
327,U,99,11,0,B
327,U,99,12,0,B
327,U,99,13,0,B
327,U,99,14,0,B
327,U,99,15,0,B
327,U,99,16,0,B
327,U,99,17,0,B
327,U,99,18,0,B
327,U,99,19,0,B
327,U,99,20,0,B
327,U,99,21,0,B
327,U,99,22,0,B
264,W,97,6,0,B
264,W,97,7,0,B
353,W,98,0,0,B
353,W,98,1,0,B
353,W,98,2,0,B
353,W,98,3,0,B
353,W,98,4,0,B
353,W,98,5,0,B
353,W,98,6,0,B
353,W,98,7,0,B
353,W,98,8,1,I
364,I,99,0,1,D
366,D,99,0,0,B
353,W,98,9,0,B
353,W,98,10,0,B
353,W,98,11,0,B
353,W,98,12,0,B
353,W,98,13,0,B
353,W,98,14,0,B
353,W,98,15,0,B
353,W,98,16,0,B
376,I,99,0,1,W
379,W,99,0,0,B
379,W,99,1,0,B
379,W,99,2,0,B
379,W,99,3,0,B
379,W,99,4,0,B
379,W,99,5,0,B
376,I,99,1,0,B
47,U,95,20,1,I
389,I,0,0,0,B
47,U,95,21,1,D
393,D,96,0,0,B
395,I,97,0,1,D
397,D,97,0,0,B
399,I,98,0,1,D
402,D,98,0,0,B
404,D,99,0,0,B
399,I,98,1,1,I
399,I,98,2,0,B
399,I,98,2,0,B
47,U,95,22,0,B
47,U,95,23,1,I
412,I,0,0,0,B
47,U,95,24,1,I
416,I,0,0,0,B
47,U,95,25,1,I
420,I,96,0,1,U
422,U,96,0,0,B
422,U,96,1,0,B
422,U,96,2,0,B
422,U,96,3,0,B
422,U,96,4,0,B
422,U,96,5,0,B
422,U,96,6,0,B
422,U,96,7,0,B
422,U,96,8,0,B
422,U,96,9,0,B
422,U,96,10,0,B
422,U,96,11,0,B
422,U,96,12,0,B
422,U,96,13,0,B
422,U,96,14,1,D
439,D,97,0,0,B
441,I,98,0,1,W
443,W,98,0,0,B
443,W,98,1,0,B
443,W,98,2,0,B
443,W,98,3,0,B
443,W,98,4,0,B
443,W,98,5,0,B
450,I,99,0,1,D
452,D,99,0,0,B
422,U,96,15,0,B
422,U,96,16,0,B
422,U,96,17,1,D
458,D,96,0,0,B
460,D,98,0,0,B
422,U,96,18,0,B
422,U,96,19,0,B
422,U,96,20,0,B
422,U,96,21,1,D
467,D,97,0,0,B
469,D,98,0,0,B
471,I,99,0,1,W
474,W,99,0,0,B
474,W,99,1,0,B
474,W,99,2,0,B
474,W,99,3,0,B
474,W,99,4,0,B
474,W,99,5,0,B
474,W,99,6,0,B
474,W,99,7,0,B
471,I,99,1,0,B
422,U,96,22,0,B
422,U,96,23,0,B
422,U,96,24,1,I
488,I,97,0,1,W
490,W,97,0,0,B
490,W,97,1,0,B
490,W,97,2,1,D
495,D,98,0,0,B
490,W,97,3,0,B
490,W,97,4,1,D
500,D,98,0,0,B
490,W,97,5,0,B
490,W,97,6,0,B
490,W,97,7,1,D
506,D,99,0,0,B
490,W,97,8,1,D
510,D,99,0,0,B
490,W,97,9,0,B
490,W,97,10,0,B
490,W,97,11,0,B
515,I,98,0,1,W
518,W,98,0,0,B
518,W,98,1,0,B
518,W,98,2,0,B
518,W,98,3,0,B
518,W,98,4,0,B
518,W,98,5,0,B
518,W,98,6,0,B
518,W,98,7,0,B
518,W,98,8,0,B
528,I,99,0,1,W
531,W,99,0,0,B
531,W,99,1,0,B
531,W,99,2,0,B
531,W,99,3,0,B
531,W,99,4,0,B
531,W,99,5,0,B
531,W,99,6,0,B
531,W,99,7,0,B
528,I,99,1,0,B
515,I,98,1,1,I
515,I,98,2,0,B
515,I,98,2,0,B
422,U,96,25,1,I
546,I,97,0,1,W
548,W,97,0,0,B
548,W,97,1,0,B
548,W,97,2,1,D
553,D,98,0,0,B
555,I,99,0,1,D
557,D,99,0,0,B
548,W,97,3,1,D
561,D,98,0,0,B
563,I,99,0,1,D
566,D,99,0,0,B
563,I,99,1,0,B
548,W,97,4,0,B
548,W,97,5,1,D
572,D,98,0,0,B
548,W,97,6,1,D
576,D,98,0,0,B
578,I,99,0,1,W
581,W,99,0,0,B
581,W,99,1,0,B
581,W,99,2,0,B
581,W,99,3,0,B
581,W,99,4,0,B
581,W,99,5,0,B
581,W,99,6,0,B
581,W,99,7,0,B
578,I,99,1,0,B
548,W,97,7,1,D
593,D,99,0,0,B
548,W,97,8,1,D
597,D,98,0,0,B
548,W,97,9,0,B
548,W,97,10,1,D
602,D,99,0,0,B
548,W,97,11,0,B
605,I,98,0,1,W
608,W,98,0,0,B
608,W,98,1,0,B
608,W,98,2,0,B
608,W,98,3,0,B
608,W,98,4,0,B
608,W,98,5,0,B
422,U,96,26,0,B
422,U,96,27,1,I
618,I,0,0,0,B
422,U,96,28,1,W
622,W,97,0,0,B
622,W,97,1,0,B
622,W,97,2,0,B
622,W,97,3,0,B
622,W,97,4,1,D
629,D,98,0,0,B
631,I,99,0,1,W
634,W,99,0,0,B
634,W,99,1,0,B
634,W,99,2,0,B
634,W,99,3,0,B
634,W,99,4,0,B
634,W,99,5,0,B
634,W,99,6,0,B
634,W,99,7,0,B
634,W,99,8,0,B
634,W,99,9,0,B
634,W,99,10,0,B
634,W,99,11,0,B
631,I,99,1,0,B
622,W,97,5,1,D
650,D,98,0,0,B
622,W,97,6,0,B
622,W,97,7,1,I
655,I,98,0,1,D
657,D,98,0,0,B
622,W,97,8,0,B
622,W,97,9,0,B
622,W,97,10,1,D
663,D,98,0,0,B
665,I,99,0,1,D
667,D,99,0,0,B
622,W,97,11,0,B
622,W,97,12,0,B
622,W,97,13,0,B
622,W,97,14,0,B
622,W,97,15,0,B
622,W,97,16,0,B
622,W,97,17,0,B
676,U,98,0,0,B
676,U,98,1,0,B
676,U,98,2,0,B
676,U,98,3,0,B
676,U,98,4,0,B
676,U,98,5,0,B
676,U,98,6,0,B
676,U,98,7,0,B
676,U,98,8,0,B
676,U,98,9,0,B
676,U,98,10,1,I
689,I,99,0,1,D
691,D,99,0,0,B
676,U,98,11,1,I
695,I,99,0,1,W
697,W,99,0,0,B
697,W,99,1,0,B
697,W,99,2,0,B
697,W,99,3,0,B
697,W,99,4,0,B
697,W,99,5,0,B
676,U,98,12,1,I
706,I,99,0,1,D
708,D,99,0,0,B
676,U,98,13,1,I
712,I,99,0,1,D
714,D,99,0,0,B
676,U,98,14,1,I
718,I,99,0,1,W
720,W,99,0,0,B
720,W,99,1,0,B
720,W,99,2,0,B
720,W,99,3,0,B
720,W,99,4,0,B
676,U,98,15,0,B
676,U,98,16,1,I
729,I,99,0,1,D
731,D,99,0,0,B
676,U,98,17,0,B
676,U,98,18,0,B
676,U,98,19,0,B
676,U,98,20,0,B
676,U,98,21,0,B
676,U,98,22,0,B
676,U,98,23,0,B
740,I,99,0,1,W
743,W,99,0,0,B
743,W,99,1,0,B
743,W,99,2,0,B
743,W,99,3,0,B
743,W,99,4,0,B
743,W,99,5,0,B
743,W,99,6,0,B
743,W,99,7,0,B
743,W,99,8,0,B
743,W,99,9,0,B
743,W,99,10,0,B
743,W,99,11,0,B
743,W,99,12,0,B
743,W,99,13,0,B
743,W,99,14,0,B
740,I,99,1,0,B
422,U,96,29,0,B
422,U,96,30,0,B
422,U,96,31,0,B
763,I,97,0,1,U
765,U,97,0,0,B
765,U,97,1,1,D
769,D,98,0,0,B
771,I,99,0,1,D
774,D,99,0,0,B
771,I,99,1,0,B
765,U,97,2,0,B
765,U,97,3,1,I
780,I,98,0,1,D
782,D,98,0,0,B
765,U,97,4,1,D
786,D,98,0,0,B
788,I,99,0,1,D
790,D,99,0,0,B
765,U,97,5,1,D
794,D,98,0,0,B
796,I,99,0,1,D
799,D,99,0,0,B
796,I,99,1,0,B
765,U,97,6,1,D
804,D,98,0,0,B
765,U,97,7,0,B
765,U,97,8,1,D
809,D,98,0,0,B
811,I,99,0,1,W
813,W,99,0,0,B
813,W,99,1,0,B
813,W,99,2,0,B
813,W,99,3,0,B
813,W,99,4,0,B
813,W,99,5,0,B
765,U,97,9,1,D
822,D,98,0,0,B
824,I,99,0,1,W
827,W,99,0,0,B
827,W,99,1,0,B
827,W,99,2,0,B
827,W,99,3,0,B
827,W,99,4,0,B
824,I,99,1,0,B
765,U,97,10,0,B
765,U,97,11,1,D
837,D,98,0,0,B
839,I,99,0,1,D
842,D,99,0,0,B
839,I,99,1,1,W
846,W,99,0,0,B
846,W,99,1,0,B
846,W,99,2,0,B
846,W,99,3,0,B
846,W,99,4,0,B
846,W,99,5,0,B
846,W,99,6,0,B
846,W,99,7,0,B
846,W,99,8,0,B
839,I,99,2,0,B
765,U,97,12,1,D
859,D,98,0,0,B
765,U,97,13,0,B
765,U,97,14,0,B
765,U,97,15,0,B
765,U,97,16,0,B
765,U,97,17,0,B
866,U,98,0,0,B
866,U,98,1,0,B
866,U,98,2,0,B
866,U,98,3,0,B
866,U,98,4,0,B
866,U,98,5,0,B
866,U,98,6,0,B
866,U,98,7,0,B
866,U,98,8,0,B
866,U,98,9,0,B
866,U,98,10,1,I
879,I,99,0,0,B
866,U,98,11,1,I
883,I,99,0,0,B
866,U,98,12,1,I
887,I,99,0,1,D
890,D,99,0,0,B
887,I,99,1,0,B
866,U,98,13,1,I
895,I,99,0,1,D
897,D,99,0,0,B
866,U,98,14,1,I
901,I,99,0,1,D
903,D,99,0,0,B
866,U,98,15,1,I
907,I,99,0,1,D
909,D,99,0,0,B
866,U,98,16,1,I
913,I,99,0,1,D
915,D,99,0,0,B
866,U,98,17,1,I
919,I,99,0,0,B
866,U,98,18,0,B
866,U,98,19,0,B
866,U,98,20,0,B
866,U,98,21,0,B
866,U,98,22,0,B
866,U,98,23,0,B
866,U,98,24,0,B
866,U,98,25,0,B
866,U,98,26,0,B
866,U,98,27,0,B
866,U,98,28,0,B
866,U,98,29,0,B
866,U,98,30,0,B
866,U,98,31,0,B
866,U,98,32,0,B
936,I,99,0,1,U
939,U,99,0,0,B
939,U,99,1,0,B
939,U,99,2,0,B
939,U,99,3,0,B
939,U,99,4,0,B
939,U,99,5,0,B
939,U,99,6,0,B
939,U,99,7,0,B
939,U,99,8,0,B
939,U,99,9,0,B
939,U,99,10,0,B
939,U,99,11,0,B
939,U,99,12,0,B
939,U,99,13,0,B
939,U,99,14,0,B
939,U,99,15,0,B
939,U,99,16,0,B
939,U,99,17,0,B
939,U,99,18,0,B
936,I,99,1,0,B
47,U,95,26,0,B
47,U,95,27,1,I
963,I,0,0,0,B
47,U,95,28,0,B
47,U,95,29,1,I
968,I,0,0,0,B
47,U,95,30,1,I
972,I,0,0,0,B
47,U,95,31,0,B
47,U,95,32,0,B
47,U,95,33,1,I
978,I,0,0,0,B
47,U,95,34,0,B
47,U,95,35,0,B
47,U,95,36,0,B
47,U,95,37,1,W
985,W,96,0,0,B
985,W,96,1,0,B
985,W,96,2,1,D
990,D,97,0,0,B
992,D,98,0,0,B
985,W,96,3,0,B
985,W,96,4,0,B
996,I,97,0,1,D
998,D,97,0,0,B
1000,D,98,0,0,B
1002,I,99,0,1,D
1004,D,99,0,0,B
47,U,95,38,1,D
1008,D,96,0,0,B
1010,I,97,0,1,W
1012,W,97,0,0,B
1012,W,97,1,0,B
1012,W,97,2,0,B
1012,W,97,3,0,B
1012,W,97,4,1,D
1019,D,98,0,0,B
1012,W,97,5,1,D
1023,D,98,0,0,B
1025,I,99,0,1,D
1028,D,99,0,0,B
1025,I,99,1,0,B
1012,W,97,6,0,B
1012,W,97,7,0,B
1012,W,97,8,1,D
1035,D,98,0,0,B
1037,I,99,0,1,D
1039,D,99,0,0,B
1012,W,97,9,0,B
1012,W,97,10,1,D
1044,D,98,0,0,B
1046,I,99,0,1,D
1048,D,99,0,0,B
1012,W,97,11,0,B
1012,W,97,12,0,B
1052,I,98,0,1,D
1055,D,98,0,0,B
1057,I,99,0,1,D
1059,D,99,0,0,B
1052,I,98,1,1,W
1063,W,98,0,0,B
1063,W,98,1,0,B
1063,W,98,2,0,B
1063,W,98,3,1,D
1069,D,99,0,0,B
1063,W,98,4,0,B
1063,W,98,5,1,I
1074,I,99,0,1,D
1076,D,99,0,0,B
1063,W,98,6,0,B
1063,W,98,7,0,B
1063,W,98,8,0,B
1081,I,99,0,1,W
1084,W,99,0,0,B
1084,W,99,1,0,B
1084,W,99,2,0,B
1084,W,99,3,0,B
1084,W,99,4,0,B
1084,W,99,5,0,B
1081,I,99,1,0,B
1052,I,98,2,0,B
47,U,95,39,0,B
47,U,95,40,0,B
47,U,95,41,0,B
47,U,95,42,1,D
1098,D,97,0,0,B
1100,D,98,0,0,B
1102,I,99,0,1,D
1104,D,99,0,0,B
47,U,95,43,1,D
1108,D,97,0,0,B
1110,D,98,0,0,B
1112,I,99,0,1,D
1115,D,99,0,0,B
1112,I,99,1,0,B
47,U,95,44,1,D
1120,D,99,0,0,B
47,U,95,45,1,D
1124,D,97,0,0,B
1126,D,98,0,0,B
47,U,95,46,0,B
47,U,95,47,0,B
1130,I,96,0,0,B
1130,I,96,1,0,B
1130,I,96,2,0,B
1130,I,96,3,0,B
1130,I,96,4,1,W
1137,W,96,0,0,B
1137,W,96,1,0,B
1137,W,96,2,0,B
1137,W,96,3,0,B
1137,W,96,4,0,B
1137,W,96,5,1,D
1145,D,98,0,0,B
1137,W,96,6,1,D
1149,D,98,0,0,B
1151,I,99,0,1,D
1154,D,99,0,0,B
1151,I,99,1,0,B
1137,W,96,7,0,B
1137,W,96,8,1,I
1160,I,0,0,0,B
1137,W,96,9,0,B
1137,W,96,10,0,B
1137,W,96,11,0,B
1165,W,96,0,0,B
1165,W,96,1,0,B
1165,W,96,2,0,B
1165,W,96,3,0,B
1165,W,96,4,0,B
1165,W,96,5,0,B
1165,W,96,6,0,B
1165,W,96,7,0,B
1165,W,96,8,0,B
1165,W,96,9,0,B
1165,W,96,10,0,B
1165,W,96,11,0,B
1165,W,96,12,0,B
1179,I,97,0,1,W
1182,W,97,0,0,B
1182,W,97,1,1,D
1186,D,98,0,0,B
1188,I,99,0,1,D
1190,D,99,0,0,B
1182,W,97,2,0,B
1182,W,97,3,1,D
1195,D,98,0,0,B
1197,I,99,0,1,D
1199,D,99,0,0,B
1182,W,97,4,1,D
1203,D,98,0,0,B
1205,I,99,0,1,D
1208,D,99,0,0,B
1205,I,99,1,0,B
1182,W,97,5,1,D
1213,D,98,0,0,B
1215,I,99,0,1,D
1217,D,99,0,0,B
1182,W,97,6,1,D
1221,D,98,0,0,B
1223,I,99,0,1,D
1225,D,99,0,0,B
1182,W,97,7,1,D
1229,D,98,0,0,B
1231,I,99,0,0,B
1182,W,97,8,1,D
1235,D,98,0,0,B
1237,I,99,0,1,D
1239,D,99,0,0,B
1182,W,97,9,1,D
1243,D,98,0,0,B
1245,I,99,0,1,D
1247,D,99,0,0,B
1182,W,97,10,1,I
1251,I,98,0,1,D
1253,D,98,0,0,B
1182,W,97,11,1,I
1257,I,98,0,1,D
1259,D,98,0,0,B
1182,W,97,12,0,B
1182,W,97,13,0,B
1263,I,98,0,1,W
1266,W,98,0,0,B
1266,W,98,1,0,B
1266,W,98,2,0,B
1266,W,98,3,0,B
1266,W,98,4,0,B
1266,W,98,5,0,B
1266,W,98,6,1,I
1275,I,99,0,0,B
1266,W,98,7,0,B
1266,W,98,8,1,I
1280,I,99,0,1,D
1282,D,99,0,0,B
1266,W,98,9,0,B
1266,W,98,10,0,B
1266,W,98,11,0,B
1287,I,99,0,1,W
1289,W,99,0,0,B
1289,W,99,1,0,B
1289,W,99,2,0,B
1289,W,99,3,0,B
1289,W,99,4,0,B
1263,I,98,1,1,I
1263,I,98,2,0,B
1263,I,98,2,0,B
1130,I,96,5,1,W
1299,W,96,0,0,B
1299,W,96,1,0,B
1299,W,96,2,0,B
1299,W,96,3,1,D
1305,D,98,0,0,B
1299,W,96,4,1,D
1309,D,97,0,0,B
1311,D,98,0,0,B
1313,I,99,0,1,D
1316,D,99,0,0,B
1313,I,99,1,0,B
1299,W,96,5,1,D
1321,D,97,0,0,B
1323,I,98,0,0,B
1299,W,96,6,1,D
1327,D,97,0,0,B
1329,I,98,0,1,D
1332,D,98,0,0,B
1334,W,99,0,0,B
1334,W,99,1,0,B
1334,W,99,2,0,B
1334,W,99,3,0,B
1334,W,99,4,0,B
1334,W,99,5,0,B
1334,W,99,6,0,B
1334,W,99,7,0,B
1334,W,99,8,0,B
1334,W,99,9,0,B
1334,W,99,10,0,B
1329,I,98,1,1,I
1329,I,98,2,0,B
1329,I,98,2,0,B
1299,W,96,7,1,I
1351,I,0,0,0,B
1299,W,96,8,1,I
1355,I,97,0,1,W
1357,W,97,0,0,B
1357,W,97,1,0,B
1357,W,97,2,0,B
1357,W,97,3,0,B
1357,W,97,4,1,D
1364,D,98,0,0,B
1366,D,99,0,0,B
1357,W,97,5,1,D
1370,D,99,0,0,B
1357,W,97,6,1,D
1374,D,99,0,0,B
1357,W,97,7,0,B
1377,I,98,0,1,D
1380,D,99,0,0,B
1377,I,98,1,1,I
1377,I,98,2,0,B
1377,I,98,2,0,B
1299,W,96,9,1,I
1387,I,97,0,1,W
1389,W,97,0,0,B
1389,W,97,1,0,B
1389,W,97,2,0,B
1389,W,97,3,0,B
1389,W,97,4,0,B
1389,W,97,5,0,B
1389,W,97,6,0,B
1389,W,97,7,0,B
1389,W,97,8,0,B
1399,W,97,0,0,B
1399,W,97,1,0,B
1399,W,97,2,0,B
1399,W,97,3,0,B
1399,W,97,4,0,B
1399,W,97,5,0,B
1399,W,97,6,0,B
1399,W,97,7,0,B
1399,W,97,8,0,B
1409,U,98,0,0,B
1409,U,98,1,0,B
1409,U,98,2,0,B
1409,U,98,3,0,B
1409,U,98,4,0,B
1409,U,98,5,0,B
1409,U,98,6,0,B
1409,U,98,7,0,B
1409,U,98,8,1,I
1420,I,99,0,1,D
1423,D,99,0,0,B
1420,I,99,1,0,B
1409,U,98,9,0,B
1409,U,98,10,1,I
1429,I,99,0,1,W
1432,W,99,0,0,B
1432,W,99,1,0,B
1432,W,99,2,0,B
1432,W,99,3,0,B
1432,W,99,4,0,B
1432,W,99,5,0,B
1429,I,99,1,0,B
1409,U,98,11,1,I
1442,I,99,0,1,D
1445,D,99,0,0,B
1442,I,99,1,0,B
1409,U,98,12,1,I
1450,I,99,0,1,W
1452,W,99,0,0,B
1452,W,99,1,0,B
1452,W,99,2,0,B
1452,W,99,3,0,B
1452,W,99,4,0,B
1409,U,98,13,1,I
1460,I,99,0,1,W
1462,W,99,0,0,B
1462,W,99,1,0,B
1462,W,99,2,0,B
1462,W,99,3,0,B
1462,W,99,4,0,B
1409,U,98,14,0,B
1409,U,98,15,1,I
1471,I,99,0,1,D
1473,D,99,0,0,B
1409,U,98,16,1,I
1477,I,99,0,1,W
1479,W,99,0,0,B
1479,W,99,1,0,B
1479,W,99,2,0,B
1479,W,99,3,0,B
1479,W,99,4,0,B
1479,W,99,5,0,B
1409,U,98,17,0,B
1409,U,98,18,0,B
1409,U,98,19,0,B
1409,U,98,20,0,B
1490,I,99,0,1,W
1493,W,99,0,0,B
1493,W,99,1,0,B
1493,W,99,2,0,B
1493,W,99,3,0,B
1493,W,99,4,0,B
1493,W,99,5,0,B
1493,W,99,6,0,B
1493,W,99,7,0,B
1493,W,99,8,0,B
1493,W,99,9,0,B
1493,W,99,10,0,B
1493,W,99,11,0,B
1493,W,99,12,0,B
1493,W,99,13,0,B
1490,I,99,1,0,B
1299,W,96,10,1,I
1511,I,0,0,0,B
1299,W,96,11,1,I
1515,I,0,0,0,B
1299,W,96,12,0,B
1299,W,96,13,1,I
1520,I,0,0,0,B
1299,W,96,14,1,D
1524,D,97,0,0,B
1526,W,98,0,0,B
1526,W,98,1,0,B
1526,W,98,2,0,B
1526,W,98,3,0,B
1526,W,98,4,0,B
1526,W,98,5,0,B
1526,W,98,6,0,B
1526,W,98,7,0,B
1526,W,98,8,0,B
1526,W,98,9,0,B
1526,W,98,10,0,B
1526,W,98,11,1,I
1540,I,99,0,1,D
1542,D,99,0,0,B
1526,W,98,12,1,I
1546,I,99,0,1,D
1548,D,99,0,0,B
1526,W,98,13,0,B
1526,W,98,14,0,B
1526,W,98,15,0,B
1526,W,98,16,0,B
1526,W,98,17,0,B
1555,I,99,0,1,W
1558,W,99,0,0,B
1558,W,99,1,0,B
1558,W,99,2,0,B
1558,W,99,3,0,B
1558,W,99,4,0,B
1558,W,99,5,0,B
1555,I,99,1,1,W
1567,W,99,0,0,B
1567,W,99,1,0,B
1567,W,99,2,0,B
1567,W,99,3,0,B
1567,W,99,4,0,B
1567,W,99,5,0,B
1567,W,99,6,0,B
1567,W,99,7,0,B
1576,I,97,0,1,U
1579,U,97,0,0,B
1579,U,97,1,0,B
1579,U,97,2,0,B
1579,U,97,3,1,D
1585,D,98,0,0,B
1579,U,97,4,1,D
1589,D,98,0,0,B
1591,I,99,0,1,D
1593,D,99,0,0,B
1579,U,97,5,1,D
1597,D,98,0,0,B
1599,I,99,0,1,D
1601,D,99,0,0,B
1579,U,97,6,1,D
1605,D,98,0,0,B
1607,I,99,0,1,D
1609,D,99,0,0,B
1579,U,97,7,0,B
1579,U,97,8,1,D
1614,D,98,0,0,B
1616,I,99,0,1,D
1618,D,99,0,0,B
1579,U,97,9,1,D
1622,D,98,0,0,B
1624,I,99,0,1,D
1627,D,99,0,0,B
1624,I,99,1,0,B
1579,U,97,10,1,D
1632,D,99,0,0,B
1579,U,97,11,1,D
1636,D,98,0,0,B
1638,I,99,0,1,D
1640,D,99,0,0,B
1579,U,97,12,1,I
1644,I,98,0,1,D
1646,D,98,0,0,B
1648,I,99,0,1,D
1650,D,99,0,0,B
1579,U,97,13,0,B
1579,U,97,14,1,D
1655,D,98,0,0,B
1579,U,97,15,0,B
1579,U,97,16,0,B
1579,U,97,17,0,B
1579,U,97,18,0,B
1579,U,97,19,0,B
1579,U,97,20,0,B
1579,U,97,21,0,B
1664,W,97,0,0,B
1664,W,97,1,0,B
1664,W,97,2,0,B
1664,W,97,3,0,B
1664,W,97,4,0,B
1664,W,97,5,0,B
