name;col;row;treatment;volume;diameter;height;estimated_leaf_area;STAR;max_excentricity
X1076;7;19;WW;2.150439674;0.969054521;2.080040196;2.899316;0.661088116;0.573607772
X1076;8;19;WD;2.227561339;0.942983509;1.93081221;3.487072384;0.521402899;0.467693165
X1077;1;33;WW;1.825107469;1.025742873;1.738607605;1.823885112;0.614125466;0.322219102
X1077;2;33;WD;1.20490262;0.770202523;1.50615613;1.369964768;0.626571209;0.343809663
X1077;9;17;WW;2.775035967;1.092650683;2.197106475;2.994834291;0.775594959;0.290466416
X1077;10;17;WD;2.681268909;1.036858402;2.103113578;3.03096075;0.721173701;0.539062475
X1095;1;34;WW;3.564937742;1.200298244;2.13962262;5.430392356;0.533351213;0.47014467
X1095;2;34;WD;3.92532822;1.19742327;2.583743526;5.990770843;0.587891895;0.263740914
X1095;7;32;WW;2.950365753;1.224861102;2.357882824;3.647278235;0.701092254;0.317540149
X1095;8;32;WD;5.900984701;2.146003819;2.368521872;4.457440247;0.883242908;1.312095483
X1176;1;35;WW;1.757591134;0.781581986;1.787083372;2.945110236;0.589937491;0.313535233
X1176;2;35;WD;2.683366969;1.055561774;2.247425564;4.953824842;0.577551065;0.325328768
X1176;7;79;WW;3.821634637;1.516077732;2.260109975;3.803879504;0.691365905;0.335914005
X1176;8;79;WD;2.995125753;0.852296561;2.238345225;4.869599078;0.557553916;0.436308313
X1180;1;36;WW;2.588354111;1.072150629;2.263772868;2.357433948;0.909115071;0.487347364
X1180;2;36;WD;3.594577299;1.959530315;2.318922519;2.51355466;0.992601562;0.621489997
X1180;7;3;WW;4.536939151;1.728714849;2.157620067;4.659007043;0.711973445;1.211565676
X1180;8;3;WD;4.339181643;1.548752714;2.014481735;4.334447742;0.699738114;1.022565566
X1186;1;37;WW;2.677384138;1.07756912;2.210511832;4.577699941;0.563023295;0.199429898
X1186;2;37;WD;2.261518037;0.826186557;2.357598198;4.598291384;0.555569781;0.218464238
X1186;9;90;WW;2.027853936;0.638287191;2.337789433;4.038569561;0.629891381;0.439312523
X1186;10;90;WD;1.075878086;0.428067309;1.802441607;2.45679696;0.590009494;0.375915844
X1206;1;38;WW;3.057855686;0.922900909;2.484643294;3.602256853;0.74427033;0.183505448
X1206;2;38;WD;2.842348259;1.012773595;1.975783169;3.897154563;0.608772434;0.394221031
X1206;9;47;WW;2.294584108;1.020137296;2.037923584;3.249023497;0.682497296;0.337174242
X1206;10;47;WD;3.265794636;1.435153707;1.972747152;3.390839867;0.735320171;0.455693146
X1212;2;39;WD;3.598860465;1.412845227;2.333454613;4.195193417;0.694838792;0.56275038
X1212;7;23;WW;2.60738525;1.163785403;2.108446656;2.957429181;0.690658668;0.371037407
X1212;8;23;WD;4.211754235;1.330890685;2.446013048;5.995537744;0.622068511;0.201796645
X1225;2;40;WD;5.789056251;1.742712598;2.181419425;3.478243319;1.000957961;0.87203522
X1225;9;4;WW;4.32888379;1.672312773;2.344441859;3.221476277;0.787504926;0.623412995
X1225;10;4;WD;2.662215702;1.320957378;2.216120869;2.675488541;0.772952043;0.681337489
X1227;7;37;WW;3.118859519;1.325262502;2.074923407;3.003873634;0.673372089;0.511760827
X1227;8;37;WD;3.736170218;1.445731613;2.881198423;3.361931258;0.906790725;0.456672906
X1235;1;42;WW;5.315156902;1.500444497;2.884449547;4.500805163;0.849586436;0.431281474
X1235;2;42;WD;5.025533776;1.874877913;2.591940156;5.862242737;0.655803629;0.613936429
X1235;7;84;WW;4.399530462;1.220060962;2.623309778;3.84683821;0.807567862;0.381950109
X1235;8;84;WD;3.85992759;1.58366448;1.986870688;3.702449061;0.702761763;0.546008525
X1239;9;11;WW;3.461112441;1.605423959;1.742806657;3.560714251;0.763568933;1.028613597
X1269;1;44;WW;1.544925877;0.555327318;2.837461078;3.548737847;0.660892764;0.290352398
X1269;2;44;WD;2.948856019;1.211797646;3.008866692;4.706376186;0.70666049;0.673237386
X1269;7;50;WW;1.869327792;0.488499864;2.769644118;4.01340007;0.652089551;0.208118112
X1269;8;50;WD;1.674608021;0.525565537;2.50691108;3.548976059;0.677311807;0.130668323
X1301;1;45;WW;1.879952312;1.195812726;1.532411808;1.594131858;0.883651413;0.484286301
X1301;5;90;WW;4.148183037;1.936952858;1.503360578;5.251604154;0.661370505;0.330830043
X1301;6;90;WD;2.827372489;1.369457438;2.037585662;3.140293932;0.692899202;0.292236034
X1307;1;46;WW;2.567581254;1.003255459;2.168520688;3.835849179;0.648563025;0.420468645
X1307;2;46;WD;1.556880728;0.945789967;2.281367513;2.169236715;0.771043418;0.316806532
X1307;9;15;WW;1.354363615;0.673587934;1.948944958;1.947293241;0.773843893;0.574028123
X1307;10;15;WD;1.647502167;0.867586876;2.107630376;2.06357095;0.819644625;0.341428512
X1314;1;47;WW;1.714551875;0.824875564;2.142610652;1.840989754;0.878868325;0.228275022
X1314;2;47;WD;2.759648801;1.034053995;2.230771659;2.881148385;0.798903002;0.723962839
X1314;7;8;WW;4.16263943;1.44531093;2.830885977;4.51469334;0.771397614;0.305892758
X1314;8;8;WD;3.493579222;1.022433189;2.538431293;4.119177061;0.731660595;0.216003063
X1344;1;48;WW;4.83719908;1.987125476;2.599680859;1.856378489;1.148358834;0.436171727
X1344;7;5;WW;4.360602365;1.454064905;2.737933151;3.056443761;1.003527207;0.309991797
X1344;8;5;WD;6.073973033;2.665797618;2.11829603;4.475286483;0.896971552;1.510081057
X1363;1;49;WW;0.950078016;0.462320025;2.137265073;1.136284408;0.874282049;0.271034357
X1363;7;33;WW;2.306702305;0.778883896;2.473632015;2.131045847;0.865622776;0.493199891
X1363;8;33;WD;1.148926198;0.431374901;2.344426902;2.238770302;0.722984378;0.19222959
X1552;1;50;WW;3.302352008;1.399492928;2.668264261;3.3447728;0.859296746;0.645535913
X1552;9;33;WW;7.04857812;1.98486571;2.838719464;4.865102339;0.900243315;0.585476283
X1552;10;33;WD;4.113758206;1.477235425;2.195182933;3.684712544;0.689494133;0.686647858
X1556;1;51;WW;4.081855139;2.355632356;2.344423175;2.387944884;0.980965275;0.487822116
X1556;2;51;WD;6.48483755;2.276327524;2.749169015;5.145023487;0.824429682;0.743562595
X1556;7;1;WW;3.851443799;1.71271548;2.070173345;3.49988267;0.812398508;0.733613431
X1556;8;1;WD;2.439879246;1.36517202;2.02253761;2.628839856;0.792509365;0.3802029
X1560;1;52;WW;4.3259353;1.307956281;2.559378253;4.023472885;0.837788053;0.728548645
X1560;2;52;WD;5.57129216;1.509740858;2.789810981;7.183384975;0.609808135;0.382184516
X1560;9;85;WW;3.879266989;1.297815729;2.621624554;4.431952461;0.785563718;0.338405969
X1560;10;85;WD;0.865987036;0.458954652;2.044090447;0.739319932;1.142354653;0.411803362
X1618;1;53;WW;2.701283418;1.504873418;1.787929532;2.292833407;0.739989353;0.690402402
X1618;5;52;WW;2.577761201;1.938936759;1.540472008;2.157620559;0.953926579;0.73610758
X1618;6;52;WD;1.9478848;2.017053882;1.62709945;0.917948554;1.135632212;1.063698451
X1646;1;54;WW;1.673988607;1.151327858;2.380294479;1.835762114;0.779566982;0.278091317
X1646;2;54;WD;2.228333283;1.019798215;2.28392134;2.885604298;0.751283798;0.444209241
X1646;5;75;WW;1.610323411;0.655989413;2.279102606;2.934607217;0.691162259;0.636921392
X1646;6;75;WD;1.953236682;1.035625671;1.997790235;3.820975016;0.573118718;0.359088896
X1682;1;55;WW;4.840231627;1.385079571;2.811733739;4.034786284;0.879176781;0.477592703
X1682;2;55;WD;5.034464823;2.144023019;3.149624967;4.285145138;0.887381496;0.653799446
X1682;9;29;WW;3.326180314;1.010240607;2.81211545;2.629226497;0.999607252;0.582383916
X1682;10;29;WD;5.587505206;1.967855822;2.874287488;3.672198765;0.958378949;0.952466095
X1705;1;56;WW;3.680265892;1.063051962;2.596450562;4.879741438;0.707614983;0.291291391
X1705;2;56;WD;5.369252492;1.50355235;2.309327684;9.321930574;0.490054587;0.397070919
X1705;7;21;WW;4.333647393;1.625775929;2.284643807;5.223643954;0.657374815;1.165161327
X1705;8;21;WD;3.984403681;1.354773319;2.28058953;6.121912919;0.606181725;0.953372865
X1846;1;57;WW;1.848263414;0.506270598;2.660432688;4.641308536;0.565137434;0.197940021
X1846;2;57;WD;3.471315075;1.426152344;2.821581634;5.537769833;0.604603222;0.224829807
X1846;7;47;WW;4.090118845;2.142063795;2.678877841;5.924891725;0.62982497;0.576049216
X1846;8;47;WD;1.776812692;0.566401075;2.423555171;3.999147222;0.596630523;0.24000494
X1853;1;59;WW;3.482003819;1.183116292;2.688978304;3.767967633;0.796302887;0.49789621
X1853;2;59;WD;1.200338981;0.36646386;1.878674803;2.907820952;0.544704138;0.208790713
X1853;5;58;WW;3.902824575;1.259746856;2.402110499;2.834438719;0.813997459;0.540844943
X1853;6;58;WD;1.497962015;0.823349813;1.554014745;1.615605096;0.469999171;0.784648077
X1894;1;58;WW;2.130210414;0.568635543;2.618726595;4.56936553;0.58272198;0.165146975
X1894;2;58;WD;2.887334374;0.875144617;2.272395247;5.767679104;0.509819729;0.170393443
X1894;7;95;WW;3.242605856;1.267279494;1.944918216;4.927058548;0.610677934;0.570027244
X1894;8;95;WD;1.634809783;0.744258281;1.890698589;3.32943675;0.550369105;0.1542433
X1960;2;60;WD;2.010237283;0.500241983;2.682843532;4.778478371;0.585769358;0.410861307
X1960;5;88;WW;2.286108369;1.262869322;2.318769886;4.000505891;0.579959881;0.235092926
X1960;6;88;WD;1.301287886;0.413116626;2.345287996;2.913851466;0.640971294;0.257974772
X1982;1;61;WW;2.4462628;1.580372291;2.33402696;3.534002387;0.698454028;0.383427663
X1982;2;61;WD;3.093977508;1.598420814;1.983873345;5.040719966;0.52207574;0.539823206
X1982;9;37;WW;3.341943271;1.479968359;2.044838457;4.788830655;0.572343541;0.460341822
X1982;10;37;WD;4.82245343;1.644250198;2.266156669;5.576002213;0.659973898;0.654271144
X2104;1;62;WW;1.608403197;0.510883453;2.43423573;3.886079566;0.590327743;0.215957747
X2104;2;62;WD;2.028445489;0.67340298;2.204234986;4.570974119;0.522871363;0.208998469
X2104;7;16;WW;2.037994661;0.561814931;2.241496595;3.965229971;0.670654418;0.163579643
X2104;8;16;WD;1.531689174;0.63830669;2.109639656;2.293552548;0.845026894;0.310261854
X2302;1;63;WW;1.849617819;0.804046291;2.668061949;2.591019231;0.786407886;0.142729558
X2302;2;63;WD;3.193908052;0.934134389;2.338167817;3.963784914;0.651901447;0.459091131
X2302;7;27;WW;2.699482411;0.93959102;2.346155004;3.103231277;0.758452301;0.796510546
X2302;8;27;WD;3.304191493;1.203626703;2.4492598;3.568306978;0.761302935;0.695294346
X2313;2;64;WD;1.574580451;0.655476168;1.788470157;3.195810305;0.526255279;0.108443317
X2313;9;68;WW;0.90345996;0.457088864;1.729661698;1.541157738;0.60283458;0.424156534
X2313;10;68;WD;1.164140742;0.619986296;1.624252472;1.448906606;0.582667504;0.374683233
X2316;1;65;WW;3.21566496;1.038011884;2.453300364;5.057616762;0.63299616;0.306333487
X2316;7;25;WW;2.344708192;0.87421961;2.225568494;4.205179619;0.620888588;0.35336809
X2316;8;25;WD;1.8774231;0.703974114;2.197750468;3.371349136;0.625809259;0.441347388
X2317;1;66;WW;0.941466274;0.895571472;1.485585215;1.451687227;0.765647812;0.420183553
X2317;2;66;WD;1.374593107;0.777575407;1.739669948;2.212241818;0.679190607;0.234233409
X2317;9;76;WW;1.722621164;0.872328551;1.521956849;2.575482624;0.645690709;0.376682698
X2317;10;76;WD;1.021017263;0.755877756;1.434571994;1.804652204;0.722328926;0.154739992
X2318;1;67;WW;1.999815713;1.005199061;1.889701616;1.645053667;0.856188656;0.308037693
X2318;2;67;WD;2.993164724;1.011569053;2.354297754;4.198454116;0.6612305;0.411478569
X2318;7;20;WW;2.449585658;1.095268242;1.656832132;2.870748917;0.721577415;0.219855003
X2318;8;20;WD;2.939572896;1.294366621;1.842297494;2.882158625;0.794936022;0.524209499
X2320;1;68;WW;2.999224961;1.163529525;2.750685595;4.849041607;0.639015129;0.337831061
X2320;2;68;WD;1.970961128;0.527897878;2.779917631;3.943895842;0.671059278;0.56904353
X2320;7;26;WW;2.629828439;1.025908004;2.485224504;4.257080772;0.677254612;0.626676657
X2320;8;26;WD;2.624720987;0.618483847;2.712647374;4.862936936;0.637666397;0.268710208
X2323;1;69;WW;1.791243175;0.79924947;2.459092379;3.196436229;0.772926488;0.394290948
X2323;2;69;WD;1.804368388;0.672505678;2.551987927;4.246969524;0.618841178;0.528408124
X2323;9;66;WW;2.232487907;0.786563405;2.506103306;3.404303895;0.769054133;0.307337752
X2323;10;66;WD;1.86243514;0.723160866;2.45338892;3.743821969;0.675465526;0.38444021
X2327;1;70;WW;2.251530378;1.110725426;2.346326008;1.890560448;1.077151245;0.259707226
X2327;2;70;WD;1.340358445;0.466464048;2.203745001;2.075459669;0.794235494;0.232856133
X2327;7;56;WW;2.239487994;0.811930157;2.266009313;2.843192628;0.834056808;0.371753931
X2327;8;56;WD;1.620156154;0.79779353;1.880565697;2.591856305;0.732146947;0.299550844
X2361;1;71;WW;2.638591132;0.905201276;2.567164654;3.333211921;0.821246204;0.229045944
X2361;2;71;WD;2.814272378;1.1058067;2.63827949;4.159431728;0.721056691;0.252432087
X2361;7;6;WW;4.08319345;1.396829519;2.780353994;4.251284143;0.844170925;0.350483232
X2361;8;6;WD;3.013761908;1.219409739;2.62025409;3.659924075;0.790907826;0.333665941
X2428;1;72;WW;3.909800456;1.181686023;2.671184681;4.114074852;0.72715932;0.340763236
X2428;2;72;WD;3.019872563;0.99440023;2.557651523;4.992813453;0.56908247;0.377705786
X2428;9;26;WW;2.162659634;1.059067382;1.869112735;3.224137625;0.697284827;0.376808079
X2428;10;26;WD;2.632980022;1.340154496;2.311924758;2.440146725;0.878748268;0.661923802
X2430;1;73;WW;5.657947291;2.832342601;2.467503069;1.679246686;1.307797943;0.401769874
X2430;2;73;WD;2.586980005;1.061682282;2.153587214;2.918792734;0.764968161;0.367489585
X2430;7;81;WW;2.989891496;1.408069257;2.289414214;1.16638403;1.418450538;0.943859978
X2430;8;81;WD;3.381512361;1.564603236;2.144829328;2.030924666;1.069110351;0.528042083
X2621;1;74;WW;2.035117842;1.84071714;1.914149939;3.884614339;0.533989647;0.274578542
X2621;2;74;WD;2.139906912;0.852961153;1.835818622;3.896110877;0.543158874;0.385487262
X2621;5;73;WW;1.920337617;0.910997492;1.925007672;2.871539012;0.573408626;0.437617579
X2621;6;73;WD;2.009933912;0.713032683;1.774366782;3.863117318;0.439420838;0.334822344
X2640;1;75;WW;2.579516364;0.644463784;2.79287665;4.089356974;0.746002544;0.474246167
X2640;2;75;WD;1.99997259;0.741488826;2.261638731;3.458221159;0.684408765;0.339089298
X2640;7;86;WW;2.292316534;0.717633856;2.561712809;3.518668526;0.728445054;0.279147622
X2640;8;86;WD;4.137438656;1.578830823;2.494681392;5.39634076;0.712645651;0.422325057
X2646;1;76;WW;2.402663031;1.130197325;2.333068897;2.445971201;0.888008437;0.49499191
X2646;2;76;WD;1.6541844;1.057040776;1.587341359;1.570369229;0.823286825;0.371291892
X2646;9;69;WW;3.502767462;1.63750062;2.007418294;4.954074784;0.611396043;0.256343648
X2646;10;69;WD;3.744349119;2.091254217;1.581790615;3.870358227;0.789669383;0.683500209
X2698;1;77;WW;3.617898829;0.977000307;2.624022783;7.228589561;0.526154885;0.392663601
X2698;2;77;WD;2.395137381;1.168529942;2.109357275;3.951237612;0.549872368;0.235165258
X2698;9;92;WW;1.608777897;0.44860293;2.291101044;3.546136595;0.615247535;0.284200576
X2698;10;92;WD;1.978851108;0.837283903;1.719559581;3.413897759;0.493183161;0.449591878
X2775;1;78;WW;5.031271367;2.372811304;2.224560976;4.431731066;0.820340303;0.562876207
X2775;2;78;WD;5.084127775;1.922406379;2.360394265;5.211877491;0.681703138;0.601129537
X2775;9;87;WW;4.080516879;1.869341072;2.283648947;3.693200856;0.784064416;0.509412862
X2775;10;87;WD;3.849806121;2.808167386;1.857022408;2.260326383;0.948593194;0.806327754
X2783;1;79;WW;7.531236364;2.88084859;2.364889571;4.061822983;1.08370418;0.995127037
X2783;2;79;WD;1.961907392;1.30652253;1.674309162;2.414484847;0.709078589;0.623008956
X2783;5;77;WW;2.626204337;1.527945357;2.098334688;2.81336186;0.708533415;0.50000331
X2783;6;77;WD;4.242853998;1.196660023;2.399291956;5.045634959;0.667004098;0.697651085
X2949;1;80;WW;3.456605873;1.013247365;3.081416323;4.851734046;0.781499014;0.285432077
X2949;2;80;WD;3.195024315;0.764136484;2.947458767;4.72826611;0.749084867;0.291261767
X2949;9;20;WW;2.997023179;1.318057368;2.946378479;3.037279535;0.880114661;0.667393741
X2949;10;20;WD;2.907046503;1.11704453;2.454947996;3.88587244;0.757646467;0.260171997
X2953;1;81;WW;1.699113108;0.480316158;2.847499133;3.541163333;0.705792123;0.41698544
X2953;2;81;WD;0.987987087;0.389248596;2.165040481;2.175174322;0.779681991;0.316405771
X2953;7;76;WW;1.350977275;0.397558836;2.899323238;2.78429219;0.786606332;0.127669166
X2953;8;76;WD;1.692184875;0.490409985;2.332460073;3.966971635;0.6311256;0.328063328
X2998;1;82;WW;2.563508391;0.877950667;2.57914573;2.211504573;0.888414374;0.324858548
X2998;2;82;WD;1.527883151;0.980063794;2.16307575;1.434075489;0.972029488;0.525402362
X2998;9;55;WW;2.562025244;1.390713156;1.928916338;1.889898972;0.930587313;0.669947344
X2998;10;55;WD;1.023167673;0.521281977;1.91024138;1.803458255;0.750251311;0.1775754
X4004;1;83;WW;2.146128412;2.185060631;1.320670285;1.411068563;0.933301962;0.326682329
X4004;2;83;WD;4.421705045;1.677069097;2.626700654;4.153274194;0.772998953;0.491803019
X4004;7;17;WW;4.251483087;1.632643953;2.216368883;5.04157296;0.650224459;0.220097202
X4004;8;17;WD;5.556613629;1.76760873;2.110744768;3.90035142;0.828731055;1.019375468
X4442;1;84;WW;4.862005308;2.382783271;2.14316279;4.698090128;0.671152222;0.881480292
X4442;2;84;WD;3.577077445;1.380203503;1.91749106;4.897865144;0.627341972;0.346676496
X4442;7;10;WW;4.631233642;1.627212282;2.211584047;3.020749103;0.976407514;1.024733006
X4442;8;10;WD;3.361523567;1.417425634;1.938653445;3.380027903;0.760291561;0.379012654
X4616;1;85;WW;1.789129459;0.821240002;2.086201585;2.178199231;0.833637235;0.363067987
X4616;2;85;WD;2.113683383;0.854623935;2.256949244;3.262995022;0.699916925;0.190786884
X4616;5;93;WW;1.886177683;0.66248694;2.467371052;1.908052491;0.85336024;0.316638182
X4616;6;93;WD;2.91805744;1.297500155;2.417294472;2.9746531;0.769099492;0.617172872
X4664;1;86;WW;4.769979167;1.668788262;2.816432518;2.793593767;1.159835191;1.023597782
X4664;2;86;WD;3.23845812;0.922781338;2.447796779;4.17856079;0.735398783;0.384466968
X4664;9;57;WW;2.029253436;0.976048214;1.835922431;2.708568813;0.651155741;0.248058065
X4664;10;57;WD;4.555171126;1.506224009;2.032387173;5.031126106;0.674858447;0.841851023
X4681;1;87;WW;2.885307361;1.509343609;1.786594541;2.040398783;0.875422828;0.289577021
X4681;2;87;WD;2.721970893;1.15293059;1.717231502;3.488545065;0.571398669;0.281105789
X4681;9;13;WW;2.713299428;1.293323258;1.863297974;2.045745677;0.751487562;0.40160507
X4681;10;13;WD;1.975460691;1.772515165;1.726744835;1.636485587;0.723634423;0.829343638
X4874;1;88;WW;2.695074107;1.400058689;2.61010501;3.015024525;0.781572994;0.534482129
X4874;2;88;WD;5.657791906;1.450509089;2.471373919;4.319994321;0.798883284;0.595209258
X4874;7;69;WW;6.351315508;2.118649417;2.724730665;4.031783509;0.953795047;0.509172512
X4874;8;69;WD;6.240492797;2.201489033;2.516215125;4.947455169;0.804705105;0.668322853
X4898;1;89;WW;3.211338879;1.023698031;2.457885356;5.299432377;0.62281721;0.3370112
X4898;2;89;WD;3.29797455;1.39614425;2.250411055;3.375158058;0.770013338;1.200982038
X4898;7;31;WW;3.314970082;1.136602779;2.368767138;5.356816065;0.640138685;0.266022997
X4898;8;31;WD;3.747676739;1.565152291;2.255315833;5.392007017;0.648312325;0.481559301
X4915;1;90;WW;2.059012791;1.034301706;1.900886202;2.8097533;0.764816739;0.507350816
X4915;2;90;WD;3.583324749;1.064220876;2.164875111;4.833209253;0.638724895;0.452684339
X4915;7;14;WW;5.746217887;1.641024322;2.177299787;9.487560544;0.509855348;0.726578179
X4915;8;14;WD;3.817998533;1.294520777;2.009639519;6.64192313;0.511861697;0.456380396
X4975;1;91;WW;2.290687369;0.877067153;2.326297109;2.612080174;0.862643517;0.56206531
X4975;2;91;WD;1.190060411;0.932722451;1.809646401;1.725596985;0.705144936;0.14965964
X4975;9;91;WW;1.601396005;0.627426609;2.117887324;2.33217809;0.797815708;0.315479013
X4975;10;91;WD;3.487302978;1.433813049;2.293287773;4.013326931;0.720736763;0.288651092
X6171;1;92;WW;2.563318625;1.083829589;2.197923965;3.067330354;0.766290727;0.931611271
X6171;2;92;WD;4.01997822;1.194665544;2.278107168;6.068352423;0.566197554;0.565198217
X6171;9;74;WW;4.530144318;1.607187373;2.460004141;5.530079843;0.678322829;0.426796491
X6171;10;74;WD;1.972861327;1.016791426;1.970561106;3.106319103;0.62118827;0.424369739
X6172;1;93;WW;1.736784715;0.902948664;1.96818028;1.421754155;0.906335716;0.73358025
X6172;2;93;WD;4.86689552;1.419381673;2.834847019;3.522634757;0.949525012;0.308220901
X6172;5;59;WW;2.822867013;1.091981749;2.017045641;2.991058122;0.731259299;0.722912667
X6172;6;59;WD;4.168699062;1.683621361;2.157244546;3.467622366;0.797482802;0.440416698
X6194;1;94;WW;2.971138757;1.009200668;2.344629367;2.312054542;1.019221861;0.753992722
X6194;2;94;WD;4.101609596;1.604808817;2.786456756;3.57050884;0.879778727;0.610906013
X6194;7;88;WW;4.187984079;1.679390102;2.548497978;5.086304045;0.697865644;0.644004175
X6194;8;88;WD;4.078539083;1.207500059;2.237092136;5.241206389;0.616307349;0.423432612
X6206;10;59;WD;4.369654078;2.375510868;2.074000652;2.673673259;0.99349234;0.885461276
X6208;1;96;WW;0.936259773;0.653930004;1.544534289;1.810098241;0.672422336;0.234465131
X6208;2;96;WD;3.698965293;1.570911844;1.805298812;6.183024501;0.512198529;0.278579759
X6208;5;51;WW;3.05053151;0.932187101;2.011282596;4.777647585;0.613353091;0.6817259
X6208;6;51;WD;3.064085291;1.424445072;1.959593519;4.123898412;0.652622863;0.156225649
X6354;9;79;WW;2.546216357;0.740027651;2.33679282;3.230507294;0.705876558;0.307895373
X6354;10;79;WD;2.354237237;1.255980486;1.598838048;2.093581946;0.736851089;0.347086043
X6468;3;1;WW;2.208720229;1.663350409;1.548610574;2.620999515;0.742805568;0.330626949
X6468;4;1;WD;3.07072681;1.580280009;1.949316364;3.358816289;0.754941856;0.544932515
X6468;9;84;WW;3.740523239;1.716868397;2.198632253;4.991998832;0.665743195;0.733858017
X6468;10;84;WD;5.388270459;2.099308807;2.277961619;4.453970783;0.785570849;0.639427992
X6471;3;2;WW;1.27769226;0.770878068;1.294514633;1.488500756;0.602644273;0.289187119
X6471;4;2;WD;1.872029578;0.99212243;1.628229605;2.633084451;0.535587111;0.729887331
X6471;9;88;WW;2.407613451;1.345571274;1.73110083;2.659552545;0.639521998;0.441490699
X6471;10;88;WD;1.340548072;1.054933736;1.511027672;1.394444401;0.603211617;0.265776018
X6518;3;3;WW;3.848710514;2.102930204;1.615920713;2.676479075;0.824356627;0.47951932
X6518;4;3;WD;3.782901916;2.252577057;1.432624228;1.916297145;1.077066801;0.58655831
X6518;7;89;WW;1.021957291;0.72728461;2.076247069;0.865330091;0.933219924;0.561326945
X6518;8;89;WD;2.486666665;1.766312894;1.333967681;1.966911244;0.798912331;0.449194946
X6905;3;4;WW;4.719315982;1.437152501;2.401603861;5.949686746;0.614110616;0.458035963
X6905;4;4;WD;3.010537049;1.340521842;1.603758902;2.445235278;0.825943284;0.862041947
X6905;9;46;WW;4.25496439;1.431312468;2.400157635;4.111987067;0.821275243;0.319351562
X6917;3;5;WW;7.900746468;2.719089665;2.520156615;5.998967554;0.841517359;0.692778578
X6917;4;5;WD;4.001258355;1.720243351;1.992387937;4.360907566;0.759714401;0.85864596
X6917;9;7;WW;6.016612506;2.609694504;2.168187056;4.02863414;0.85996649;0.831435008
X6917;10;7;WD;3.576055705;1.657172937;1.909732028;3.720650234;0.676030281;0.713676759
X6918;3;6;WW;4.311158242;1.454775366;2.528225083;3.703976578;0.834982226;0.468602714
X6918;4;6;WD;4.30853947;1.45909962;2.57904209;4.054383068;0.856755487;0.403386534
X6918;7;64;WW;3.637064609;1.510791729;2.701028876;3.628171402;0.907376181;0.49353772
X6918;8;64;WD;3.746635095;1.658909515;2.483961785;3.066230883;0.829942945;0.61463691
X6920;3;7;WW;3.541443416;1.320523866;2.214165236;5.333902046;0.522578912;0.340488449
X6920;4;7;WD;5.326078778;1.773451809;2.330025449;3.884089044;0.849838973;0.835834009
X6920;5;78;WW;2.583042727;1.152571172;2.076192854;2.993337956;0.674773111;0.337011279
X6920;6;78;WD;2.455662111;1.065801971;2.23893101;3.508167791;0.577198901;0.394696137
X7195;3;8;WW;5.648456155;2.627095702;2.081442973;5.15226183;0.732252225;0.584964142
X7195;4;8;WD;4.896484819;1.97277987;2.43514412;4.562112956;0.772439738;0.440553114
X7195;9;56;WW;4.713418373;1.643651439;2.433040307;5.007722594;0.778083257;0.567813058
X7195;10;56;WD;1.273453733;0.595839597;1.898983298;2.218952304;0.71289418;0.32605322
X7197;3;9;WW;3.250327117;1.109238776;2.13078682;3.787476555;0.66646878;0.281591513
X7197;4;9;WD;1.393971438;0.634652405;2.062717665;2.345848115;0.695555857;0.637814082
X7197;9;54;WW;1.808660107;1.094030623;1.663600126;2.210411299;0.666723312;0.555152589
X7197;10;54;WD;1.14396008;0.908239459;1.748243364;1.312682455;0.785111539;0.566007112
X7199;3;10;WW;3.756101187;1.592055733;2.034739865;4.382930435;0.674530067;0.668311
X7199;4;10;WD;2.7121899;1.140573716;2.230590005;2.900361188;0.852048617;0.459604576
X7199;7;58;WW;2.021030967;0.936530967;1.912206614;1.931346854;0.703371533;0.332385784
X7199;8;58;WD;1.214313171;0.701159634;1.988046783;1.848569334;0.660176359;0.407611654
X7200;3;11;WW;1.565310323;0.973276224;2.184549505;2.270696698;0.755388242;0.496079353
X7200;4;11;WD;1.714519883;1.381007368;1.926753644;1.821009305;0.862043479;0.6390738
X7200;7;90;WW;1.035819363;0.78382305;1.550690832;1.877057647;0.640524157;0.456874016
X7200;8;90;WD;0.900153258;0.598133268;2.101041457;1.223404459;0.880570807;0.449026329
X7203;3;12;WW;7.113223892;2.088807959;2.465263679;9.112483699;0.546788726;0.328882718
X7203;4;12;WD;6.363592195;1.942050137;2.698291105;7.743337317;0.601393592;0.520757173
X7203;9;32;WW;2.390162053;0.815921733;2.368733728;3.154512873;0.705855349;0.413583345
X7203;10;32;WD;4.749131036;2.072651922;1.950442209;4.992100859;0.669043255;0.506661209
X7204;3;13;WW;3.534904955;1.537103312;2.298019484;2.329049439;0.728958704;0.495336882
X7204;4;13;WD;3.863854764;1.681806734;2.249249913;2.645365455;0.872458859;0.40932468
X7204;5;81;WW;2.98135687;1.619630739;2.30780078;3.420335889;0.760666625;0.763623031
X7204;6;81;WD;1.525808767;0.816532092;1.845141819;2.093445282;0.653919758;0.53576229
X7358;3;14;WW;5.497332542;1.739552479;2.346147388;6.16670113;0.682824557;0.565971795
X7358;4;14;WD;5.922827096;2.431000069;2.557437709;4.492047932;0.837931697;0.509361458
X7358;5;91;WW;6.895083145;2.880650971;2.326512265;4.639525261;0.90333985;0.362136374
X7358;6;91;WD;5.444357239;3.057455251;2.435103214;5.166574752;0.756398611;0.347101525
