cid,class,year,metamer_rank,number_ramif,ramif_class
10758,W,98,11,0,B
10771,I,99,0,1,W
10774,W,99,0,0,B
10774,W,99,1,0,B
10774,W,99,2,0,B
10774,W,99,3,0,B
10774,W,99,4,0,B
10774,W,99,5,0,B
10774,W,99,6,0,B
10774,W,99,7,0,B
10771,I,99,1,0,B
10497,U,96,29,0,B
10497,U,96,30,0,B
10497,U,96,31,0,B
10497,U,96,32,0,B
10497,U,96,33,0,B
10789,U,96,0,0,B
10789,U,96,1,0,B
10789,U,96,2,0,B
10789,U,96,3,0,B
10789,U,96,4,0,B
10789,U,96,5,0,B
10789,U,96,6,1,D
10798,D,97,0,0,B
10800,D,98,0,0,B
10802,I,99,0,0,B
10802,I,99,1,0,B
10789,U,96,7,0,B
10789,U,96,8,1,D
10808,D,97,0,0,B
10789,U,96,9,0,B
10789,U,96,10,1,I
10813,I,97,0,1,D
10815,D,98,0,0,B
10817,D,99,0,0,B
10789,U,96,11,1,I
10821,I,97,0,1,W
10824,W,97,0,0,B
10824,W,97,1,0,B
10824,W,97,2,0,B
10824,W,97,3,0,B
10824,W,97,4,1,D
10831,D,98,0,0,B
10833,D,99,0,0,B
10824,W,97,5,0,B
10824,W,97,6,1,D
10838,D,98,0,0,B
10840,I,99,0,1,D
10843,D,99,0,0,B
10840,I,99,1,0,B
10824,W,97,7,1,D
10848,D,98,0,0,B
10850,I,99,0,1,D
10853,D,99,0,0,B
10850,I,99,1,0,B
10824,W,97,8,0,B
10824,W,97,9,0,B
10824,W,97,10,0,B
10859,I,98,0,1,W
10862,W,98,0,0,B
10862,W,98,1,0,B
10862,W,98,2,0,B
10862,W,98,3,0,B
10862,W,98,4,0,B
10862,W,98,5,0,B
10862,W,98,6,1,D
10871,D,99,0,0,B
10862,W,98,7,0,B
10862,W,98,8,0,B
10862,W,98,9,1,D
10877,D,99,0,0,B
10862,W,98,10,0,B
10862,W,98,11,0,B
10881,I,99,0,1,W
10884,W,99,0,0,B
10884,W,99,1,0,B
10884,W,99,2,0,B
10884,W,99,3,0,B
10884,W,99,4,0,B
10884,W,99,5,0,B
10884,W,99,6,0,B
10884,W,99,7,0,B
10881,I,99,1,0,B
10859,I,98,1,0,B
10821,I,97,1,1,W
10897,W,97,0,0,B
10897,W,97,1,0,B
10897,W,97,2,0,B
10897,W,97,3,0,B
10897,W,97,4,0,B
10897,W,97,5,0,B
10897,W,97,6,0,B
10897,W,97,7,0,B
10906,I,98,0,2,W
10909,W,98,0,0,B
10909,W,98,1,0,B
10909,W,98,2,0,B
10909,W,98,3,0,B
10909,W,98,4,0,B
10909,W,98,5,0,B
10909,W,98,6,0,B
10909,W,98,7,0,B
10909,W,98,8,0,B
10906,I,98,1,0,B
10821,I,97,2,0,B
10789,U,96,12,1,I
10923,I,97,0,1,W
10925,W,97,0,0,B
10925,W,97,1,0,B
10925,W,97,2,0,B
10925,W,97,3,0,B
10925,W,97,4,0,B
10925,W,97,5,0,B
10925,W,97,6,0,B
10925,W,97,7,0,B
10934,I,98,0,1,W
10936,W,98,0,0,B
10936,W,98,1,0,B
10936,W,98,2,0,B
10936,W,98,3,0,B
10936,W,98,4,0,B
10936,W,98,5,0,B
10936,W,98,6,0,B
10936,W,98,7,0,B
10936,W,98,8,0,B
10936,W,98,9,0,B
10936,W,98,10,0,B
10948,I,99,0,1,W
10951,W,99,0,0,B
10951,W,99,1,0,B
10951,W,99,2,0,B
10951,W,99,3,0,B
10948,I,99,1,0,B
10934,I,98,1,0,B
10923,I,97,1,0,B
10789,U,96,13,1,I
10961,I,97,0,0,B
10789,U,96,14,1,D
10965,D,97,0,0,B
10967,W,98,0,0,B
10967,W,98,1,0,B
10967,W,98,2,0,B
10967,W,98,3,0,B
10967,W,98,4,0,B
10967,W,98,5,0,B
10967,W,98,6,1,D
10976,D,99,0,0,B
10967,W,98,7,0,B
10967,W,98,8,0,B
10980,I,99,0,1,W
10983,W,99,0,0,B
10983,W,99,1,0,B
10983,W,99,2,0,B
10983,W,99,3,0,B
10983,W,99,4,0,B
10980,I,99,1,0,B
10789,U,96,15,1,D
10992,D,97,0,0,B
10992,D,97,1,0,B
10992,D,97,2,0,B
10992,D,97,3,0,B
10992,D,97,4,0,B
10992,D,97,5,0,B
10999,I,98,0,1,D
11002,D,98,0,0,B
11004,D,99,0,0,B
10999,I,98,1,1,I
10999,I,98,2,0,B
10999,I,98,2,0,B
10789,U,96,16,1,I
11011,I,97,0,1,W
11013,W,97,0,0,B
11013,W,97,1,0,B
11013,W,97,2,0,B
11013,W,97,3,1,D
11019,D,98,0,0,B
11021,D,99,0,0,B
11013,W,97,4,0,B
11013,W,97,5,1,D
11026,D,98,0,0,B
11028,I,99,0,1,D
11030,D,99,0,0,B
11013,W,97,6,1,D
11034,D,98,0,0,B
11013,W,97,7,0,B
11013,W,97,8,0,B
11013,W,97,9,0,B
11013,W,97,10,0,B
11040,I,97,0,1,D
11042,D,97,0,0,B
11044,I,98,0,1,W
11046,W,98,0,0,B
11046,W,98,1,0,B
11046,W,98,2,0,B
11046,W,98,3,0,B
11046,W,98,4,0,B
11046,W,98,5,1,I
11054,I,99,0,0,B
11046,W,98,6,0,B
11046,W,98,7,0,B
11046,W,98,8,1,D
11060,D,99,0,0,B
11046,W,98,9,0,B
11046,W,98,10,0,B
11064,I,99,0,1,W
11066,W,99,0,0,B
11066,W,99,1,0,B
11066,W,99,2,0,B
11066,W,99,3,0,B
11066,W,99,4,0,B
11066,W,99,5,0,B
11066,W,99,6,0,B
11066,W,99,7,0,B
11064,I,99,1,0,B
11040,I,97,1,0,B
3,U,94,53,0,B
3,U,94,54,1,D
11080,D,95,0,0,B
11082,U,96,0,0,B
11082,U,96,1,1,D
11086,D,99,0,0,B
11082,U,96,2,0,B
11082,U,96,3,0,B
11082,U,96,4,0,B
11082,U,96,5,1,D
11093,D,97,0,0,B
11095,I,98,0,1,D
11097,D,98,0,0,B
11099,I,99,0,1,D
11101,D,99,0,0,B
11082,U,96,6,1,D
11105,D,97,0,0,B
11107,I,98,0,0,B
11082,U,96,7,1,D
11111,D,97,0,0,B
11113,D,98,0,0,B
11115,I,99,0,1,D
11117,D,99,0,0,B
11082,U,96,8,1,D
11121,D,97,0,0,B
11121,D,97,1,0,B
11121,D,97,2,0,B
11121,D,97,3,0,B
11121,D,97,4,0,B
11121,D,97,5,0,B
11128,I,98,0,1,D
11130,D,98,0,0,B
11132,I,99,0,1,D
11134,D,99,0,0,B
11134,D,99,1,0,B
11134,D,99,2,0,B
11132,I,99,1,0,B
11128,I,98,1,0,B
11082,U,96,9,1,U
11142,U,97,0,0,B
11142,U,97,1,0,B
11142,U,97,2,0,B
11142,U,97,3,0,B
11142,U,97,4,0,B
11142,U,97,5,0,B
11142,U,97,6,0,B
11142,U,97,7,0,B
11142,U,97,8,0,B
11142,U,97,9,1,D
11154,D,98,0,0,B
11156,I,99,0,1,D
11158,D,99,0,0,B
11142,U,97,10,0,B
11142,U,97,11,0,B
11142,U,97,12,1,D
11164,D,99,0,0,B
11142,U,97,13,1,D
11168,D,99,0,0,B
11142,U,97,14,1,D
11172,D,99,0,0,B
11142,U,97,15,0,B
11142,U,97,16,0,B
11142,U,97,17,0,B
11142,U,97,18,0,B
11142,U,97,19,0,B
11142,U,97,20,0,B
11142,U,97,21,0,B
11142,U,97,22,0,B
11142,U,97,23,0,B
11142,U,97,24,0,B
11184,U,98,0,0,B
11184,U,98,1,0,B
11184,U,98,2,0,B
11184,U,98,3,0,B
11184,U,98,4,0,B
11184,U,98,5,0,B
11184,U,98,6,1,D
11193,D,99,0,0,B
11184,U,98,7,1,I
11197,I,99,0,1,D
11199,D,99,0,0,B
11184,U,98,8,0,B
11184,U,98,9,1,I
11204,I,99,0,1,W
11207,W,99,0,0,B
11207,W,99,1,0,B
11207,W,99,2,0,B
11207,W,99,3,0,B
11204,I,99,1,0,B
11184,U,98,10,1,I
11215,I,99,0,1,D
11217,D,99,0,0,B
11184,U,98,11,1,D
11221,D,99,0,0,B
11184,U,98,12,1,I
11225,I,99,0,1,D
11228,D,99,0,0,B
11225,I,99,1,0,B
11184,U,98,13,0,B
11184,U,98,14,1,I
11234,I,99,0,1,D
11236,D,99,0,0,B
11184,U,98,15,0,B
11184,U,98,16,0,B
11184,U,98,17,1,D
11242,D,99,0,0,B
11184,U,98,18,0,B
11184,U,98,19,0,B
11184,U,98,20,0,B
11184,U,98,21,0,B
11248,W,99,0,0,B
11248,W,99,1,0,B
11248,W,99,2,0,B
11248,W,99,3,0,B
11248,W,99,4,0,B
11248,W,99,5,0,B
11248,W,99,6,0,B
11248,W,99,7,0,B
11248,W,99,8,0,B
11248,W,99,9,0,B
11248,W,99,10,0,B
11248,W,99,11,0,B
11248,W,99,12,0,B
11082,U,96,10,1,D
11264,D,97,0,0,B
11266,I,98,0,1,D
11269,D,98,0,0,B
11271,D,99,0,0,B
11273,W,99,0,0,B
11273,W,99,1,0,B
11273,W,99,2,0,B
11273,W,99,3,0,B
11273,W,99,4,0,B
11266,I,98,1,0,B
11082,U,96,11,0,B
11082,U,96,12,0,B
11082,U,96,13,1,I
11284,I,97,0,1,W
11287,W,98,0,0,B
11287,W,98,1,0,B
11287,W,98,2,0,B
11287,W,98,3,0,B
11287,W,98,4,0,B
11287,W,98,5,0,B
11287,W,98,6,0,B
11287,W,98,7,0,B
11287,W,98,8,0,B
11287,W,98,9,0,B
11287,W,98,10,0,B
11299,I,99,0,1,W
11302,W,99,0,0,B
11302,W,99,1,0,B
11302,W,99,2,0,B
11302,W,99,3,0,B
11302,W,99,4,0,B
11299,I,99,1,0,B
11284,I,97,1,0,B
11082,U,96,14,0,B
11082,U,96,15,1,I
11313,I,97,0,1,D
11315,D,97,0,0,B
11317,D,98,0,0,B
11319,I,99,0,1,W
11322,W,99,0,0,B
11322,W,99,1,0,B
11322,W,99,2,0,B
11319,I,99,1,0,B
11082,U,96,16,2,I
11329,I,97,0,0,B
11332,D,99,0,0,B
11082,U,96,17,2,I
11336,I,97,0,0,B
11339,D,99,0,0,B
11082,U,96,18,1,I
11343,I,97,0,0,B
11082,U,96,19,1,I
11347,I,97,0,0,B
11082,U,96,20,0,B
11082,U,96,21,1,I
11352,I,97,0,1,W
11355,W,98,0,0,B
11355,W,98,1,0,B
11355,W,98,2,0,B
11355,W,98,3,0,B
11355,W,98,4,0,B
11355,W,98,5,0,B
11355,W,98,6,0,B
11355,W,98,7,0,B
11355,W,98,8,1,D
11366,D,99,0,0,B
11355,W,98,9,1,D
11370,D,99,0,0,B
11355,W,98,10,1,D
11374,D,99,0,0,B
11355,W,98,11,1,D
11378,D,99,0,0,B
11355,W,98,12,0,B
11355,W,98,13,0,B
11355,W,98,14,0,B
11383,W,99,0,0,B
11383,W,99,1,0,B
11383,W,99,2,0,B
11383,W,99,3,0,B
11383,W,99,4,0,B
11383,W,99,5,0,B
11383,W,99,6,0,B
11352,I,97,1,0,B
11082,U,96,22,0,B
11082,U,96,23,0,B
11082,U,96,24,0,B
11082,U,96,25,0,B
11082,U,96,26,0,B
11082,U,96,27,0,B
11082,U,96,28,0,B
11082,U,96,29,0,B
11082,U,96,30,0,B
11082,U,96,31,0,B
11402,U,96,0,0,B
11402,U,96,1,0,B
11402,U,96,2,0,B
11402,U,96,3,0,B
11402,U,96,4,0,B
11402,U,96,5,0,B
11402,U,96,6,0,B
11402,U,96,7,0,B
11402,U,96,8,0,B
11402,U,96,9,1,D
11414,D,97,0,0,B
11416,I,98,0,1,W
11419,W,98,0,0,B
11419,W,98,1,0,B
11419,W,98,2,0,B
11419,W,98,3,0,B
11419,W,98,4,0,B
11419,W,98,5,0,B
11419,W,98,6,0,B
11419,W,98,7,0,B
11419,W,98,8,1,D
11430,D,99,0,0,B
11419,W,98,9,0,B
11419,W,98,10,0,B
11434,I,99,0,0,B
11434,I,99,1,0,B
11416,I,98,1,0,B
11402,U,96,10,1,D
11440,D,97,0,0,B
11442,I,98,0,1,D
11445,D,99,0,0,B
11402,U,96,11,1,W
11449,W,97,0,0,B
11449,W,97,1,0,B
11449,W,97,2,1,D
11454,D,98,0,0,B
11449,W,97,3,0,B
11449,W,97,4,0,B
11449,W,97,5,0,B
11449,W,97,6,0,B
11449,W,97,7,0,B
11449,W,97,8,0,B
11462,I,99,0,1,W
11465,W,99,0,0,B
11465,W,99,1,0,B
11465,W,99,2,0,B
11465,W,99,3,0,B
11462,I,99,1,0,B
11402,U,96,12,1,I
11473,I,97,0,1,D
11475,D,97,0,0,B
11477,I,98,0,1,D
11480,D,98,0,1,D
11483,D,99,0,0,B
11485,D,99,0,0,B
11477,I,98,1,0,B
11402,U,96,13,1,D
11490,D,97,0,0,B
11492,D,98,0,1,D
11495,D,99,0,0,B
11402,U,96,14,1,D
11499,D,97,0,0,B
11501,W,98,0,0,B
11501,W,98,1,1,D
11505,D,99,0,0,B
11501,W,98,2,0,B
11501,W,98,3,0,B
11501,W,98,4,0,B
11501,W,98,5,1,D
11512,D,99,0,0,B
11501,W,98,6,1,D
11516,D,99,0,0,B
11501,W,98,7,0,B
11501,W,98,8,1,D
11521,D,99,0,0,B
11501,W,98,9,1,D
11525,D,99,0,0,B
11501,W,98,10,1,D
11529,D,99,0,0,B
11501,W,98,11,1,D
11533,D,99,0,0,B
11501,W,98,12,0,B
11501,W,98,13,0,B
11537,I,99,0,1,W
11540,W,99,0,0,B
11540,W,99,1,0,B
11540,W,99,2,0,B
11540,W,99,3,0,B
11540,W,99,4,0,B
11540,W,99,5,0,B
11540,W,99,6,0,B
11537,I,99,1,0,B
11402,U,96,15,1,D
11551,D,97,0,0,B
11553,I,98,0,0,B
11553,I,98,1,0,B
11402,U,96,16,0,B
11557,I,97,0,1,U
11559,U,97,0,0,B
11559,U,97,1,0,B
11559,U,97,2,0,B
11559,U,97,3,1,D
11565,D,98,0,0,B
11559,U,97,4,1,D
11569,D,98,0,0,B
11571,D,99,0,0,B
11559,U,97,5,0,B
11559,U,97,6,1,D
11576,D,98,0,0,B
11578,I,99,0,1,D
11581,D,99,0,0,B
11578,I,99,1,0,B
11559,U,97,7,1,D
11586,D,98,0,0,B
11588,I,99,0,1,D
11590,D,99,0,0,B
11559,U,97,8,0,B
11559,U,97,9,1,D
11595,D,98,0,0,B
11559,U,97,10,1,D
11599,D,99,0,0,B
11559,U,97,11,1,I
11603,I,98,0,0,B
11559,U,97,12,0,B
11559,U,97,13,0,B
11559,U,97,14,0,B
11559,U,97,15,0,B
11559,U,97,16,1,I
11611,I,98,0,0,B
11559,U,97,17,0,B
11614,I,98,0,1,W
11616,W,98,0,0,B
11616,W,98,1,0,B
11616,W,98,2,0,B
11616,W,98,3,1,D
11622,D,99,0,0,B
11616,W,98,4,0,B
11616,W,98,5,0,B
11616,W,98,6,1,I
11628,I,99,0,1,D
11630,D,99,0,0,B
11616,W,98,7,0,B
11616,W,98,8,0,B
11616,W,98,9,0,B
11616,W,98,10,0,B
11636,I,99,0,1,W
11638,W,99,0,0,B
11638,W,99,1,0,B
11638,W,99,2,0,B
11638,W,99,3,0,B
11638,W,99,4,0,B
11638,W,99,5,0,B
11636,I,99,1,0,B
11614,I,98,1,1,I
11614,I,98,2,0,B
11614,I,98,2,0,B
11557,I,97,1,0,B
3,U,94,55,0,B
3,U,94,56,1,D
11653,D,97,0,0,B
3,U,94,57,1,D
11657,D,97,0,0,B
3,U,94,58,0,B
11660,U,95,0,0,B
11660,U,95,1,0,B
11660,U,95,2,0,B
11660,U,95,3,1,W
11666,W,96,0,0,B
11666,W,96,1,0,B
11666,W,96,2,0,B
11666,W,96,3,0,B
11666,W,96,4,0,B
11666,W,96,5,0,B
11666,W,96,6,0,B
11666,W,96,7,1,D
11676,D,97,0,0,B
11678,I,98,0,1,D
11680,D,98,0,0,B
11682,I,99,0,1,D
11685,D,99,0,0,B
11682,I,99,1,0,B
11666,W,96,8,0,B
11666,W,96,9,1,D
11691,D,98,0,0,B
11693,I,99,0,0,B
11666,W,96,10,0,B
11666,W,96,11,0,B
11697,W,96,0,0,B
11697,W,96,1,0,B
11697,W,96,2,0,B
11697,W,96,3,0,B
11697,W,96,4,0,B
11697,W,96,5,0,B
11697,W,96,6,0,B
11705,I,97,0,1,W
11707,W,97,0,0,B
11707,W,97,1,0,B
11707,W,97,2,0,B
11707,W,97,3,0,B
11707,W,97,4,0,B
11707,W,97,5,0,B
11707,W,97,6,0,B
11707,W,97,7,1,D
11717,D,98,0,0,B
11719,I,99,0,1,D
11722,D,99,0,0,B
11719,I,99,1,0,B
11707,W,97,8,1,D
11727,D,98,0,0,B
11729,I,99,0,0,B
11729,I,99,1,0,B
11707,W,97,9,0,B
11707,W,97,10,0,B
11734,I,98,0,1,D
11736,D,98,0,0,B
11738,D,99,0,0,B
11734,I,98,1,0,B
11705,I,97,1,0,B
11660,U,95,4,1,U
11744,U,96,0,0,B
11744,U,96,1,0,B
11744,U,96,2,0,B
11744,U,96,3,0,B
11744,U,96,4,0,B
11744,U,96,5,0,B
11744,U,96,6,0,B
11744,U,96,7,0,B
11744,U,96,8,0,B
11744,U,96,9,1,D
11756,D,97,0,0,B
11758,I,98,0,1,D
11760,D,98,0,0,B
11762,I,99,0,0,B
11744,U,96,10,1,D
11766,D,97,0,0,B
11768,I,98,0,1,D
11770,D,98,0,0,B
11744,U,96,11,1,D
11774,D,97,0,0,B
11744,U,96,12,1,D
11778,D,97,0,0,B
11780,I,98,0,1,D
11782,D,98,0,0,B
11784,W,99,0,0,B
11784,W,99,1,0,B
11784,W,99,2,0,B
11784,W,99,3,0,B
11784,W,99,4,0,B
11784,W,99,5,0,B
11784,W,99,6,0,B
11744,U,96,13,1,D
11794,D,97,0,0,B
11796,I,98,0,1,D
11799,D,98,0,0,B
11801,D,99,0,0,B
11796,I,98,1,0,B
11744,U,96,14,0,B
11744,U,96,15,0,B
11744,U,96,16,0,B
11744,U,96,17,0,B
11744,U,96,18,1,D
11810,D,98,0,0,B
11812,I,99,0,1,D
11814,D,99,0,0,B
11744,U,96,19,0,B
11744,U,96,20,1,D
11819,D,98,0,0,B
11821,D,99,0,0,B
11744,U,96,21,0,B
11744,U,96,22,0,B
11744,U,96,23,0,B
11744,U,96,24,0,B
11744,U,96,25,0,B
11744,U,96,26,1,D
11830,D,99,0,0,B
11744,U,96,27,0,B
11744,U,96,28,0,B
11834,U,96,0,0,B
11834,U,96,1,0,B
11834,U,96,2,0,B
11834,U,96,3,1,D
11840,D,98,0,0,B
11834,U,96,4,0,B
11834,U,96,5,0,B
11834,U,96,6,1,D
11846,D,97,0,0,B
11848,D,98,0,0,B
11834,U,96,7,1,D
11852,D,97,0,0,B
11854,I,98,0,0,B
11834,U,96,8,1,D
11858,D,97,0,0,B
11834,U,96,9,1,I
11862,I,97,0,0,B
11834,U,96,10,1,I
11866,I,97,0,1,D
11868,D,97,0,0,B
11868,D,97,1,0,B
11868,D,97,2,0,B
11868,D,97,3,0,B
11868,D,97,4,0,B
11868,D,97,5,0,B
11875,I,98,0,1,D
11878,D,98,0,0,B
11880,D,99,0,0,B
11875,I,98,1,0,B
11834,U,96,11,1,D
11885,D,97,0,0,B
11834,U,96,12,1,U
11889,U,97,0,0,B
11889,U,97,1,0,B
11889,U,97,2,0,B
11889,U,97,3,0,B
11889,U,97,4,0,B
11889,U,97,5,1,I
11897,I,98,0,1,D
11899,D,98,0,0,B
11901,I,99,0,0,B
11901,I,99,1,0,B
11889,U,97,6,1,D
11906,D,98,0,0,B
11908,I,99,0,0,B
11889,U,97,7,1,D
11912,D,98,0,0,B
11889,U,97,8,1,D
11916,D,98,0,0,B
11918,D,99,0,0,B
11889,U,97,9,0,B
11889,U,97,10,0,B
11889,U,97,11,1,D
11924,D,98,0,0,B
11926,I,99,0,1,W
11929,W,99,0,0,B
11929,W,99,1,0,B
11929,W,99,2,0,B
11929,W,99,3,0,B
11929,W,99,4,0,B
11926,I,99,1,0,B
11889,U,97,12,1,D
11938,D,98,0,0,B
11940,I,99,0,1,D
11942,D,99,0,0,B
11889,U,97,13,1,W
11946,W,98,0,0,B
11946,W,98,1,0,B
11946,W,98,2,0,B
11946,W,98,3,0,B
11946,W,98,4,0,B
11946,W,98,5,0,B
11946,W,98,6,0,B
11946,W,98,7,0,B
11955,I,99,0,1,W
11958,W,99,0,0,B
11958,W,99,1,0,B
11958,W,99,2,0,B
11958,W,99,3,0,B
11958,W,99,4,0,B
11955,I,99,1,0,B
11889,U,97,14,1,D
11967,D,98,0,0,B
11889,U,97,15,1,D
11971,D,98,0,0,B
11973,I,99,0,1,D
11975,D,99,0,0,B
11889,U,97,16,0,B
11889,U,97,17,0,B
11889,U,97,18,0,B
11889,U,97,19,0,B
11889,U,97,20,0,B
11982,I,98,0,1,W
11985,W,98,0,0,B
11985,W,98,1,0,B
11985,W,98,2,0,B
11985,W,98,3,0,B
11985,W,98,4,0,B
11985,W,98,5,0,B
11985,W,98,6,1,D
11994,D,99,0,0,B
11985,W,98,7,0,B
11985,W,98,8,0,B
11985,W,98,9,0,B
11985,W,98,10,0,B
11985,W,98,11,0,B
12001,I,99,0,1,W
12004,W,99,0,0,B
12004,W,99,1,0,B
12004,W,99,2,0,B
12004,W,99,3,0,B
12004,W,99,4,0,B
12004,W,99,5,0,B
12004,W,99,6,0,B
12004,W,99,7,0,B
12004,W,99,8,0,B
12001,I,99,1,0,B
11834,U,96,13,1,D
12017,D,97,0,0,B
12019,D,98,0,1,D
12022,D,99,0,0,B
11834,U,96,14,0,B
12025,I,97,0,1,U
12027,U,97,0,0,B
12027,U,97,1,0,B
12027,U,97,2,1,D
12032,D,98,0,0,B
12027,U,97,3,0,B
12027,U,97,4,0,B
12027,U,97,5,1,D
12038,D,98,0,0,B
12040,I,99,0,1,W
12043,W,99,0,0,B
12043,W,99,1,0,B
12043,W,99,2,0,B
12043,W,99,3,0,B
12043,W,99,4,0,B
12040,I,99,1,0,B
12027,U,97,6,0,B
12027,U,97,7,1,D
12053,D,98,0,0,B
12055,I,99,0,1,W
12058,W,99,0,0,B
12058,W,99,1,0,B
12058,W,99,2,0,B
12058,W,99,3,0,B
12058,W,99,4,0,B
12055,I,99,1,0,B
12027,U,97,8,0,B
12027,U,97,9,0,B
12027,U,97,10,0,B
12027,U,97,11,0,B
12027,U,97,12,0,B
12027,U,97,13,0,B
12027,U,97,14,0,B
12027,U,97,15,0,B
12027,U,97,16,0,B
12027,U,97,17,0,B
12075,U,98,0,0,B
12075,U,98,1,0,B
12075,U,98,2,0,B
12075,U,98,3,0,B
12075,U,98,4,0,B
12075,U,98,5,0,B
12075,U,98,6,0,B
12075,U,98,7,0,B
12075,U,98,8,0,B
12075,U,98,9,0,B
12075,U,98,10,1,D
12088,D,99,0,0,B
12075,U,98,11,0,B
12075,U,98,12,1,I
12093,I,99,0,0,B
12093,I,99,1,0,B
12075,U,98,13,0,B
12075,U,98,14,0,B
12075,U,98,15,1,I
12100,I,99,0,0,B
12100,I,99,1,0,B
12075,U,98,16,0,B
12075,U,98,17,1,D
12106,D,99,0,0,B
12075,U,98,18,0,B
12075,U,98,19,0,B
12075,U,98,20,0,B
12111,I,99,0,1,W
12113,W,99,0,0,B
12113,W,99,1,0,B
12113,W,99,2,0,B
12111,I,99,1,0,B
12025,I,97,1,0,B
11660,U,95,5,0,B
11660,U,95,6,0,B
11660,U,95,7,0,B
11660,U,95,8,1,D
12124,D,95,0,0,B
12126,I,96,0,1,U
12128,U,96,0,0,B
12128,U,96,1,0,B
12128,U,96,2,1,D
12133,D,97,0,0,B
12135,D,98,0,0,B
12137,D,99,0,0,B
12128,U,96,3,1,D
12141,D,97,0,0,B
12143,I,98,0,1,D
12145,D,98,0,0,B
12147,D,99,0,0,B
12128,U,96,4,1,D
12151,D,97,0,0,B
12153,I,98,0,1,D
12155,D,98,0,0,B
12157,I,99,0,0,B
12157,I,99,1,0,B
12128,U,96,5,1,D
12162,D,97,0,0,B
12164,I,98,0,1,D
12167,D,98,0,0,B
12164,I,98,1,0,B
12128,U,96,6,1,D
12172,D,97,0,0,B
12174,I,98,0,1,D
12177,D,98,0,0,B
12179,I,99,0,0,B
12179,I,99,1,0,B
12174,I,98,1,0,B
12128,U,96,7,1,I
12185,I,97,0,1,D
12187,D,98,0,0,B
12128,U,96,8,1,I
12191,I,97,0,1,D
12194,D,98,0,0,B
12196,D,99,0,0,B
12191,I,97,1,0,B
12128,U,96,9,1,D
12201,D,97,0,0,B
12203,I,98,0,1,D
12205,D,98,0,0,B
12207,I,99,0,0,B
12207,I,99,1,0,B
12128,U,96,10,1,I
12212,I,97,0,1,D
12214,D,97,0,0,B
12216,I,98,0,1,D
12219,D,98,0,0,B
12221,D,99,0,0,B
12216,I,98,1,0,B
12128,U,96,11,1,I
12226,I,97,0,1,D
12228,D,98,0,0,B
12128,U,96,12,1,I
12232,I,97,0,0,B
12128,U,96,13,1,I
12236,I,97,0,0,B
12128,U,96,14,1,I
12240,I,97,0,0,B
12128,U,96,15,0,B
12128,U,96,16,1,I
12245,I,97,0,0,B
12128,U,96,17,1,I
12249,I,97,0,1,D
12251,D,97,0,0,B
12253,I,98,0,0,B
12253,I,98,1,1,D
12256,D,99,0,0,B
12256,D,99,1,1,D
12260,D,99,0,0,B
12256,D,99,2,0,B
12128,U,96,18,0,B
12128,U,96,19,0,B
12128,U,96,20,0,B
12128,U,96,21,0,B
12128,U,96,22,0,B
12128,U,96,23,0,B
12128,U,96,24,0,B
12128,U,96,25,0,B
12128,U,96,26,1,D
12273,D,98,0,0,B
12275,D,99,0,0,B
12277,I,97,0,1,W
12279,W,97,0,0,B
12279,W,97,1,1,D
12283,D,98,0,0,B
12279,W,97,2,0,B
12279,W,97,3,1,D
12288,D,98,0,0,B
12290,I,99,0,1,D
12292,D,99,0,0,B
12279,W,97,4,1,I
12296,I,98,0,1,D
12298,D,98,0,0,B
12300,I,99,0,0,B
12300,I,99,1,0,B
12279,W,97,5,0,B
12279,W,97,6,1,W
12306,W,98,0,0,B
12306,W,98,1,0,B
12306,W,98,2,0,B
12306,W,98,3,0,B
12306,W,98,4,0,B
12306,W,98,5,0,B
12313,I,99,0,0,B
12313,I,99,1,0,B
12279,W,97,7,1,D
12318,D,98,0,0,B
12320,I,99,0,0,B
12320,I,99,1,0,B
12279,W,97,8,1,D
12325,D,99,0,0,B
12279,W,97,9,0,B
12279,W,97,10,0,B
12279,W,97,11,0,B
12279,W,97,12,0,B
12279,W,97,13,0,B
12332,I,98,0,1,W
12334,W,98,0,0,B
12334,W,98,1,0,B
12334,W,98,2,1,D
12339,D,99,0,0,B
12334,W,98,3,0,B
12334,W,98,4,0,B
12334,W,98,5,0,B
12334,W,98,6,1,D
12346,D,99,0,0,B
12334,W,98,7,0,B
12334,W,98,8,1,D
12350,D,99,0,0,B
12332,I,98,1,0,B
12277,I,97,1,0,B
11660,U,95,9,1,D
12356,D,97,0,0,B
11660,U,95,10,1,W
12360,W,96,0,0,B
12360,W,96,1,0,B
12360,W,96,2,0,B
12360,W,96,3,0,B
12360,W,96,4,0,B
12360,W,96,5,0,B
12360,W,96,6,1,D
12369,D,97,0,0,B
12371,I,98,0,1,W
12374,W,98,0,0,B
12374,W,98,1,0,B
12374,W,98,2,0,B
12374,W,98,3,0,B
12374,W,98,4,0,B
12374,W,98,5,0,B
12381,I,99,0,0,B
12371,I,98,1,0,B
12360,W,96,7,0,B
12360,W,96,8,0,B
12386,W,96,0,0,B
12386,W,96,1,0,B
12386,W,96,2,0,B
12386,W,96,3,0,B
12386,W,96,4,0,B
12386,W,96,5,0,B
12386,W,96,6,0,B
12386,W,96,7,1,D
12396,D,99,0,0,B
12386,W,96,8,0,B
12399,I,97,0,1,U
12401,U,97,0,0,B
12401,U,97,1,1,D
12405,D,99,0,0,B
12401,U,97,2,0,B
